"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Acknowledgment Number","TCP Segment Len","Info"
"21","5.591553674","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","1524","91","203","1438","Certificate"
"22","5.591570131","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1529","0","33032  >  52385 [ACK] Seq=203 Ack=1529 Win=63488 Len=0 TSval=1600943295 TSecr=3817203689"
"23","5.797332597","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","214","1529","203","128","Server Key Exchange, Server Hello Done"
"24","5.797349289","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1657","0","33032  >  52385 [ACK] Seq=203 Ack=1657 Win=63360 Len=0 TSval=1600943501 TSecr=3817203724"
"25","5.810476854","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","128","203","1657","42","Client Key Exchange"
"26","5.864982179","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1657","245","0","52385  >  33032 [ACK] Seq=1657 Ack=245 Win=131072 Len=0 TSval=3817203960 TSecr=1600943514"
"27","5.865002426","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","177","245","1657","91","Change Cipher Spec, Encrypted Handshake Message"
"28","5.878062733","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1657","336","0","52385  >  33032 [ACK] Seq=1657 Ack=336 Win=131008 Len=0 TSval=3817203974 TSecr=1600943569"
"29","5.878078308","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","92","1657","336","6","Change Cipher Spec"
"30","5.922173201","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1663","0","33032  >  52385 [ACK] Seq=336 Ack=1663 Win=64128 Len=0 TSval=1600943626 TSecr=3817203979"
"31","5.976198695","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","1663","336","85","Encrypted Handshake Message"
"32","5.976220890","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1748","0","33032  >  52385 [ACK] Seq=336 Ack=1748 Win=64128 Len=0 TSval=1600943680 TSecr=3817204048"
"33","6.005919987","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","336","1748","101","Application Data"
"34","6.329786558","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","187","336","1748","101","[TCP Retransmission] 33032  >  52385 [PSH, ACK] Seq=336 Ack=1748 Win=64128 Len=101 TSval=1600944033 TSecr=3817204048"
"35","6.372716683","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1748","437","0","52385  >  33032 [ACK] Seq=1748 Ack=437 Win=130944 Len=0 TSval=3817204135 TSecr=1600943710"
"36","6.372729890","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","1748","437","69","Application Data"
"37","6.413512449","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","437","1817","0","33032  >  52385 [ACK] Seq=437 Ack=1817 Win=64128 Len=0 TSval=1600944117 TSecr=3817204236"
"38","6.437281907","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","437","1817","85","Application Data"
"39","6.485797617","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","155","1748","437","69","[TCP Spurious Retransmission] 52385  >  33032 [PSH, ACK] Seq=1748 Ack=437 Win=131072 Len=69 TSval=3817204575 TSecr=1600943710"
"40","6.485822421","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","98","522","1817","0","[TCP Dup ACK 37#1] 33032  >  52385 [ACK] Seq=522 Ack=1817 Win=64128 Len=0 TSval=1600944190 TSecr=3817204575 SLE=1748 SRE=1817"
"41","6.502362984","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","1817","437","0","[TCP Dup ACK 35#1] 52385  >  33032 [ACK] Seq=1817 Ack=437 Win=131072 Len=0 TSval=3817204592 TSecr=1600944033 SLE=336 SRE=437"
"42","6.502367870","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1817","522","0","52385  >  33032 [ACK] Seq=1817 Ack=522 Win=130944 Len=0 TSval=3817204599 TSecr=1600944141"
"43","6.999961573","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1817","522","101","Application Data"
"44","6.999984332","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1918","0","33032  >  52385 [ACK] Seq=522 Ack=1918 Win=64128 Len=0 TSval=1600944704 TSecr=3817204613"
"45","7.004773858","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1918","85","Application Data"
"46","7.036121633","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","187","1817","522","101","[TCP Spurious Retransmission] 52385  >  33032 [PSH, ACK] Seq=1817 Ack=522 Win=131072 Len=101 TSval=3817205012 TSecr=1600944190"
"47","7.036140150","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","98","607","1918","0","[TCP Dup ACK 44#1] 33032  >  52385 [ACK] Seq=607 Ack=1918 Win=64128 Len=0 TSval=1600944740 TSecr=3817205012 SLE=1817 SRE=1918"
"48","7.037367921","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1918","607","0","52385  >  33032 [ACK] Seq=1918 Ack=607 Win=130944 Len=0 TSval=3817205136 TSecr=1600944709"
"49","7.085157300","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1918","607","165","Application Data"
"50","7.085179645","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","607","2083","0","33032  >  52385 [ACK] Seq=607 Ack=2083 Win=64000 Len=0 TSval=1600944789 TSecr=3817205152"
"51","7.142325245","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2083","85","Application Data"
"52","7.428092795","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2083","692","0","52385  >  33032 [ACK] Seq=2083 Ack=692 Win=130944 Len=0 TSval=3817205271 TSecr=1600944846"
"53","7.428109298","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2083","692","85","Application Data"
"54","7.428120610","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","692","2168","0","33032  >  52385 [ACK] Seq=692 Ack=2168 Win=64128 Len=0 TSval=1600945132 TSecr=3817205283"
"55","7.549719488","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","1514","692","2168","1428","33032  >  52385 [ACK] Seq=692 Ack=2168 Win=64128 Len=1428 TSval=1600945253 TSecr=3817205283 [TCP segment of a reassembled PDU]"
"56","7.549735105","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","183","2120","2168","97","Application Data"
"57","7.578255906","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2168","2217","0","52385  >  33032 [ACK] Seq=2168 Ack=2217 Win=129536 Len=0 TSval=3817205678 TSecr=1600945253"
"58","7.664765013","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","2168","2217","101","Application Data"
"59","7.664787792","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2217","2269","0","33032  >  52385 [ACK] Seq=2217 Ack=2269 Win=64128 Len=0 TSval=1600945369 TSecr=3817205746"
"60","7.732307793","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","459","2217","2269","373","Application Data"
"61","7.958827462","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2269","2590","0","52385  >  33032 [ACK] Seq=2269 Ack=2590 Win=130688 Len=0 TSval=3817205943 TSecr=1600945436"
"62","7.958843550","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2269","2590","85","Application Data"
"63","7.958855555","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2590","2354","0","33032  >  52385 [ACK] Seq=2590 Ack=2354 Win=64128 Len=0 TSval=1600945663 TSecr=3817205971"
"64","7.964602983","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","2590","2354","101","Application Data"
"65","8.014043685","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2354","2691","0","52385  >  33032 [ACK] Seq=2354 Ack=2691 Win=130944 Len=0 TSval=3817206114 TSecr=1600945668"
"66","8.283250027","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","491","2354","2691","405","Application Data"
"67","8.325497997","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2691","2759","0","33032  >  52385 [ACK] Seq=2691 Ack=2759 Win=64128 Len=0 TSval=1600946029 TSecr=3817206144"
"68","8.333360374","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2691","2759","85","Application Data"
"69","8.383101318","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2759","2776","0","52385  >  33032 [ACK] Seq=2759 Ack=2776 Win=130944 Len=0 TSval=3817206469 TSecr=1600946037"
"70","8.387568140","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2759","2776","85","Application Data"
"71","8.387628684","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2776","2844","0","33032  >  52385 [ACK] Seq=2776 Ack=2844 Win=64128 Len=0 TSval=1600946091 TSecr=3817206481"
"72","8.391061456","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2776","2844","85","Application Data"
"73","8.507068316","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2844","2861","0","52385  >  33032 [ACK] Seq=2844 Ack=2861 Win=130944 Len=0 TSval=3817206608 TSecr=1600946095"
"74","8.554660943","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2844","2861","117","Application Data"
"75","8.597582315","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2861","2961","0","33032  >  52385 [ACK] Seq=2861 Ack=2961 Win=64128 Len=0 TSval=1600946301 TSecr=3817206619"
"83","10.560738226","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2861","2961","85","Application Data"
"87","10.824786467","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2961","2946","0","52385  >  33032 [ACK] Seq=2961 Ack=2946 Win=130944 Len=0 TSval=3817208785 TSecr=1600948265"
"88","10.832598057","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2961","2946","117","Application Data"
"89","10.832642498","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2946","3078","0","33032  >  52385 [ACK] Seq=2946 Ack=3078 Win=64128 Len=0 TSval=1600948536 TSecr=3817208796"
"94","12.841743843","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2946","3078","85","Application Data"
"95","13.306160464","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","171","2946","3078","85","[TCP Retransmission] 33032  >  52385 [PSH, ACK] Seq=2946 Ack=3078 Win=64128 Len=85 TSval=1600951010 TSecr=3817208796"
"96","13.338008844","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3078","3031","0","52385  >  33032 [ACK] Seq=3078 Ack=3031 Win=130944 Len=0 TSval=3817211210 TSecr=1600950546"
"97","13.338022051","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3078","3031","117","Application Data"
"98","13.338047909","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3031","3195","0","33032  >  52385 [ACK] Seq=3031 Ack=3195 Win=64128 Len=0 TSval=1600951042 TSecr=3817211221"
"99","13.563380907","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","3195","3031","0","[TCP Dup ACK 96#1] 52385  >  33032 [ACK] Seq=3195 Ack=3031 Win=131072 Len=0 TSval=3817211578 TSecr=1600951010 SLE=2946 SRE=3031"
"100","15.344022614","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3031","3195","85","Application Data"
"101","15.637457814","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3195","3116","0","52385  >  33032 [ACK] Seq=3195 Ack=3116 Win=131072 Len=0 TSval=3817213585 TSecr=1600953048"
"102","15.637478053","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3195","3116","117","Application Data"
"103","15.637491116","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3116","3312","0","33032  >  52385 [ACK] Seq=3116 Ack=3312 Win=64128 Len=0 TSval=1600953342 TSecr=3817213590"
"104","17.643034304","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3116","3312","85","Application Data"
"105","18.004954454","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3312","3201","0","52385  >  33032 [ACK] Seq=3312 Ack=3201 Win=131072 Len=0 TSval=3817215894 TSecr=1600955347"
"106","18.005822555","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3312","3201","117","Application Data"
"107","18.005845214","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3201","3429","0","33032  >  52385 [ACK] Seq=3201 Ack=3429 Win=64128 Len=0 TSval=1600955710 TSecr=3817215905"
"108","20.010824664","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3201","3429","85","Application Data"
"109","20.346264265","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3429","3286","0","52385  >  33032 [ACK] Seq=3429 Ack=3286 Win=131072 Len=0 TSval=3817218312 TSecr=1600957715"
"110","20.346279770","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3429","3286","117","Application Data"
"111","20.346291506","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3286","3546","0","33032  >  52385 [ACK] Seq=3286 Ack=3546 Win=64128 Len=0 TSval=1600958051 TSecr=3817218323"
"112","20.349920735","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3286","3546","85","Application Data"
"113","20.576747287","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3546","3371","0","52385  >  33032 [ACK] Seq=3546 Ack=3371 Win=130944 Len=0 TSval=3817218497 TSecr=1600958054"
"114","20.576763073","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3546","3371","85","Application Data"
"115","20.580132236","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3371","3631","85","Application Data"
"116","20.841831008","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3631","3456","0","52385  >  33032 [ACK] Seq=3631 Ack=3456 Win=130944 Len=0 TSval=3817218711 TSecr=1600958284"
"117","20.841847179","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3631","3456","85","Application Data"
"118","20.849723129","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","155","3456","3716","69","Encrypted Alert"
"119","20.849769047","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3525","3716","0","33032  >  52385 [FIN, ACK] Seq=3525 Ack=3716 Win=64128 Len=0 TSval=1600958554 TSecr=3817218721"
"120","21.224865214","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3716","3525","0","52385  >  33032 [ACK] Seq=3716 Ack=3525 Win=130944 Len=0 TSval=3817219076 TSecr=1600958554"
"121","21.224879796","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3716","3526","0","52385  >  33032 [ACK] Seq=3716 Ack=3526 Win=130944 Len=0 TSval=3817219076 TSecr=1600958554"
"157","25.743349914","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","3716","3526","69","Encrypted Alert"
"158","25.743367205","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","33032  >  52385 [RST] Seq=3526 Win=0 Len=0"
"159","25.743380312","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3785","3526","0","52385  >  33032 [FIN, ACK] Seq=3785 Ack=3526 Win=130944 Len=0 TSval=3817223730 TSecr=1600958554"
"160","25.743382456","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","33032  >  52385 [RST] Seq=3526 Win=0 Len=0"
"161","25.743384431","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","74","3786","3526","0","52385  >  33032 [RST, ACK] Seq=3786 Ack=3526 Win=130944 Len=0"
"172","28.601409038","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","","60032  >  15118 Len=10"
"173","28.799372167","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","UDP","90","","","","15118  >  60032 Len=28"
"174","29.105106515","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","94","0","0","0","33034  >  52385 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=1600966810 TSecr=0 WS=128"
"175","29.338226733","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0","52385  >  33034 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=3482733480 TSecr=1600966810 SACK_PERM=1"
"176","29.338261220","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0","33034  >  52385 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=1600967043 TSecr=3482733480"
"177","29.354946832","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","288","1","1","202","Client Hello"
"178","29.426124969","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","203","0","52385  >  33034 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=3482733719 TSecr=1600967060"
"179","29.480700103","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","176","1","203","90","Server Hello"
"180","29.480722313","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","91","0","33034  >  52385 [ACK] Seq=203 Ack=91 Win=64896 Len=0 TSval=1600967186 TSecr=3482733750"
"181","29.480735541","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","1524","91","203","1438","Certificate"
"182","29.480737311","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1529","0","33034  >  52385 [ACK] Seq=203 Ack=1529 Win=63488 Len=0 TSval=1600967186 TSecr=3482733750"
"183","29.519856219","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","215","1529","203","129","Server Key Exchange, Server Hello Done"
"184","29.519878667","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1658","0","33034  >  52385 [ACK] Seq=203 Ack=1658 Win=63360 Len=0 TSval=1600967225 TSecr=3482733801"
"185","29.531965421","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","128","203","1658","42","Client Key Exchange"
"186","29.637278329","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","245","0","52385  >  33034 [ACK] Seq=1658 Ack=245 Win=131072 Len=0 TSval=3482733888 TSecr=1600967237"
"187","29.637298298","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","177","245","1658","91","Change Cipher Spec, Encrypted Handshake Message"
"188","29.698525047","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","336","0","52385  >  33034 [ACK] Seq=1658 Ack=336 Win=131008 Len=0 TSval=3482733988 TSecr=1600967342"
"189","29.698538788","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","92","1658","336","6","Change Cipher Spec"
"190","29.741727938","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1664","0","33034  >  52385 [ACK] Seq=336 Ack=1664 Win=64128 Len=0 TSval=1600967447 TSecr=3482733991"
"191","29.775875029","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","1664","336","85","Encrypted Handshake Message"
"192","29.775897080","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1749","0","33034  >  52385 [ACK] Seq=336 Ack=1749 Win=64128 Len=0 TSval=1600967481 TSecr=3482734053"
"193","29.802886233","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","336","1749","101","Application Data"
"194","29.884900454","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1749","437","0","52385  >  33034 [ACK] Seq=1749 Ack=437 Win=130944 Len=0 TSval=3482734151 TSecr=1600967508"
"195","29.926810746","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","1749","437","69","Application Data"
"196","29.969490459","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","437","1818","0","33034  >  52385 [ACK] Seq=437 Ack=1818 Win=64128 Len=0 TSval=1600967675 TSecr=3482734163"
"197","29.986352359","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","437","1818","85","Application Data"
"198","30.130203831","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1818","522","0","52385  >  33034 [ACK] Seq=1818 Ack=522 Win=130944 Len=0 TSval=3482734356 TSecr=1600967691"
"199","30.130220677","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1818","522","101","Application Data"
"200","30.130233330","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1919","0","33034  >  52385 [ACK] Seq=522 Ack=1919 Win=64128 Len=0 TSval=1600967835 TSecr=3482734366"
"201","30.136023175","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1919","85","Application Data"
"202","30.139955681","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1919","607","0","52385  >  33034 [ACK] Seq=1919 Ack=607 Win=130944 Len=0 TSval=3482734446 TSecr=1600967841"
"203","30.150259030","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1919","607","165","Application Data"
"204","30.193502546","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","607","2084","0","33034  >  52385 [ACK] Seq=607 Ack=2084 Win=64128 Len=0 TSval=1600967899 TSecr=3482734457"
"205","30.196605469","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2084","85","Application Data"
