"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Acknowledgment Number","TCP Segment Len","Info"
"51","9.305928093","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1919","0","34204  >  53162 [ACK] Seq=522 Ack=1919 Win=64128 Len=0 TSval=1602231029 TSecr=1297911995"
"52","9.310408922","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1919","85","Application Data"
"53","9.364918698","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1919","607","0","53162  >  34204 [ACK] Seq=1919 Ack=607 Win=130944 Len=0 TSval=1297912021 TSecr=1602231034"
"54","9.364971651","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1919","607","165","Application Data"
"55","9.407447404","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","607","2084","0","34204  >  53162 [ACK] Seq=607 Ack=2084 Win=64128 Len=0 TSval=1602231131 TSecr=1297912035"
"56","9.413647647","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2084","85","Application Data"
"57","9.466037889","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2084","692","0","53162  >  34204 [ACK] Seq=2084 Ack=692 Win=130944 Len=0 TSval=1297912160 TSecr=1602231137"
"58","9.466054222","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2084","692","85","Application Data"
"59","9.466067150","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","692","2169","0","34204  >  53162 [ACK] Seq=692 Ack=2169 Win=64128 Len=0 TSval=1602231190 TSecr=1297912168"
"60","9.593678743","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","1514","692","2169","1428","34204  >  53162 [ACK] Seq=692 Ack=2169 Win=64128 Len=1428 TSval=1602231317 TSecr=1297912168 [TCP segment of a reassembled PDU]"
"61","9.593691437","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","183","2120","2169","97","Application Data"
"62","9.695395466","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","183","2120","2169","97","[TCP Retransmission] 34204  >  53162 [PSH, ACK] Seq=2120 Ack=2169 Win=64128 Len=97 TSval=1602231419 TSecr=1297912168"
"63","9.706522882","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2169","2120","0","53162  >  34204 [ACK] Seq=2169 Ack=2120 Win=129600 Len=0 TSval=1297912353 TSecr=1602231317"
"64","9.706565339","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2169","2217","0","53162  >  34204 [ACK] Seq=2169 Ack=2217 Win=130944 Len=0 TSval=1297912354 TSecr=1602231317"
"65","9.754798620","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","2169","2217","0","[TCP Window Update] 53162  >  34204 [ACK] Seq=2169 Ack=2217 Win=131072 Len=0 TSval=1297912404 TSecr=1602231419 SLE=2120 SRE=2217"
"66","9.788782745","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","2169","2217","101","Application Data"
"67","9.788789021","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2217","2270","0","34204  >  53162 [ACK] Seq=2217 Ack=2270 Win=64128 Len=0 TSval=1602231512 TSecr=1297912427"
"68","9.851178583","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","459","2217","2270","373","Application Data"
"69","9.919708378","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2270","2590","0","53162  >  34204 [ACK] Seq=2270 Ack=2590 Win=130688 Len=0 TSval=1297912606 TSecr=1602231575"
"70","9.932650202","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2270","2590","85","Application Data"
"71","9.932668607","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2590","2355","0","34204  >  53162 [ACK] Seq=2590 Ack=2355 Win=64128 Len=0 TSval=1602231656 TSecr=1297912633"
"72","9.940557506","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","2590","2355","101","Application Data"
"73","9.947010959","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2355","2691","0","53162  >  34204 [ACK] Seq=2355 Ack=2691 Win=130944 Len=0 TSval=1297912648 TSecr=1602231664"
"74","10.148564601","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","491","2355","2691","405","Application Data"
"75","10.191291642","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2691","2760","0","34204  >  53162 [ACK] Seq=2691 Ack=2760 Win=64128 Len=0 TSval=1602231915 TSecr=1297912667"
"76","10.199751809","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2691","2760","85","Application Data"
"77","10.251932070","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","491","2355","2691","405","[TCP Spurious Retransmission] 53162  >  34204 [PSH, ACK] Seq=2355 Ack=2691 Win=131072 Len=405 TSval=1297912923 TSecr=1602231664"
"78","10.251992846","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","98","2776","2760","0","[TCP Dup ACK 75#1] 34204  >  53162 [ACK] Seq=2776 Ack=2760 Win=64128 Len=0 TSval=1602231975 TSecr=1297912923 SLE=2355 SRE=2760"
"79","10.270373607","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2760","2776","0","53162  >  34204 [ACK] Seq=2760 Ack=2776 Win=130944 Len=0 TSval=1297912950 TSecr=1602231923"
"80","10.297890684","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2760","2776","85","Application Data"
"81","10.297949163","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2776","2845","0","34204  >  53162 [ACK] Seq=2776 Ack=2845 Win=64128 Len=0 TSval=1602232021 TSecr=1297912962"
"82","10.301666449","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2776","2845","85","Application Data"
"83","10.307682279","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2845","2861","0","53162  >  34204 [ACK] Seq=2845 Ack=2861 Win=130944 Len=0 TSval=1297913008 TSecr=1602232025"
"84","10.327250135","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2845","2861","117","Application Data"
"87","10.375386176","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2861","2962","0","34204  >  53162 [ACK] Seq=2861 Ack=2962 Win=64128 Len=0 TSval=1602232099 TSecr=1297913020"
"105","12.333543125","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2861","2962","85","Application Data"
"106","12.380237500","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2962","2946","0","53162  >  34204 [ACK] Seq=2962 Ack=2946 Win=130944 Len=0 TSval=1297915071 TSecr=1602234057"
"107","12.380253537","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2962","2946","117","Application Data"
"108","12.380266085","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2946","3079","0","34204  >  53162 [ACK] Seq=2946 Ack=3079 Win=64128 Len=0 TSval=1602234104 TSecr=1297915082"
"116","14.386207465","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2946","3079","85","Application Data"
"117","14.480663430","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3079","3031","0","53162  >  34204 [ACK] Seq=3079 Ack=3031 Win=130944 Len=0 TSval=1297917170 TSecr=1602236110"
"118","14.544892835","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3079","3031","117","Application Data"
"119","14.544915335","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3031","3196","0","34204  >  53162 [ACK] Seq=3031 Ack=3196 Win=64128 Len=0 TSval=1602236268 TSecr=1297917180"
"123","16.550447340","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3031","3196","85","Application Data"
"124","16.611964112","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3196","3116","0","53162  >  34204 [ACK] Seq=3196 Ack=3116 Win=131072 Len=0 TSval=1297919296 TSecr=1602238274"
"125","16.611979608","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3196","3116","117","Application Data"
"126","16.611992756","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3116","3313","0","34204  >  53162 [ACK] Seq=3116 Ack=3313 Win=64128 Len=0 TSval=1602238335 TSecr=1297919306"
"154","18.617006449","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3116","3313","85","Application Data"
"155","18.863390710","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3313","3201","0","53162  >  34204 [ACK] Seq=3313 Ack=3201 Win=131072 Len=0 TSval=1297921449 TSecr=1602240340"
"156","18.863406181","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3313","3201","117","Application Data"
"157","18.863419561","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3201","3430","0","34204  >  53162 [ACK] Seq=3201 Ack=3430 Win=64128 Len=0 TSval=1602240587 TSecr=1297921458"
"160","20.869028136","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3201","3430","85","Application Data"
"161","21.231709613","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","171","3201","3430","85","[TCP Retransmission] 34204  >  53162 [PSH, ACK] Seq=3201 Ack=3430 Win=64128 Len=85 TSval=1602242955 TSecr=1297921458"
"162","21.455978753","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","3547","3286","0","[TCP Previous segment not captured] 53162  >  34204 [ACK] Seq=3547 Ack=3286 Win=131072 Len=0 TSval=1297924027 TSecr=1602242955 SLE=3201 SRE=3286"
"163","22.100962070","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","203","3430","3286","117","[TCP Retransmission] 53162  >  34204 [PSH, ACK] Seq=3430 Ack=3286 Win=131072 Len=117 TSval=1297924581 TSecr=1602242955"
"164","22.100984498","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3286","3547","0","34204  >  53162 [ACK] Seq=3286 Ack=3547 Win=64128 Len=0 TSval=1602243824 TSecr=1297924581"
"165","22.104648633","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3286","3547","85","Application Data"
"166","22.424574827","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3547","3371","0","53162  >  34204 [ACK] Seq=3547 Ack=3371 Win=131072 Len=0 TSval=1297924950 TSecr=1602243828"
"167","22.424590559","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3547","3371","85","Application Data"
"168","22.427954665","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3371","3632","85","Application Data"
"169","22.632975120","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3632","3456","0","53162  >  34204 [ACK] Seq=3632 Ack=3456 Win=130944 Len=0 TSval=1297925239 TSecr=1602244151"
"170","22.632991201","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3632","3456","85","Application Data"
"171","22.641281914","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","155","3456","3717","69","Encrypted Alert"
"172","22.641331914","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3525","3717","0","34204  >  53162 [FIN, ACK] Seq=3525 Ack=3717 Win=64128 Len=0 TSval=1602244365 TSecr=1297925243"
"173","22.687851733","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3525","0","53162  >  34204 [ACK] Seq=3717 Ack=3525 Win=130944 Len=0 TSval=1297925389 TSecr=1602244365"
"174","22.687881065","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3526","0","53162  >  34204 [ACK] Seq=3717 Ack=3526 Win=130944 Len=0 TSval=1297925389 TSecr=1602244365"
"179","27.567174931","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","3717","3526","69","Encrypted Alert"
"180","27.567191616","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","34204  >  53162 [RST] Seq=3526 Win=0 Len=0"
"181","27.567206572","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3786","3526","0","53162  >  34204 [FIN, ACK] Seq=3786 Ack=3526 Win=130944 Len=0 TSval=1297930251 TSecr=1602244365"
"182","27.567208744","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","34204  >  53162 [RST] Seq=3526 Win=0 Len=0"
"183","27.581191381","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","74","3787","3526","0","53162  >  34204 [RST, ACK] Seq=3787 Ack=3526 Win=130944 Len=0"
"194","30.417421611","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","","55212  >  15118 Len=10"
"199","30.557589088","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","UDP","90","","","","15118  >  55212 Len=28"
"213","30.856581020","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","94","0","0","0","34206  >  53162 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=1602252580 TSecr=0 WS=128"
"214","31.000864963","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0","53162  >  34206 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=2200845498 TSecr=1602252580 SACK_PERM=1"
"215","31.000999816","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0","34206  >  53162 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=1602252724 TSecr=2200845498"
"216","31.022621866","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","288","1","1","202","Client Hello"
"217","31.123611794","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","1","0","[TCP Window Update] 53162  >  34206 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=2200845649 TSecr=1602252724"
"218","31.123625632","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","203","0","53162  >  34206 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=2200845665 TSecr=1602252746"
"219","31.123629720","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","176","1","203","90","Server Hello"
"220","31.123641787","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","91","0","34206  >  53162 [ACK] Seq=203 Ack=91 Win=64896 Len=0 TSval=1602252847 TSecr=2200845672"
"221","31.123653591","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","1524","91","203","1438","Certificate"
"222","31.123655617","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1529","0","34206  >  53162 [ACK] Seq=203 Ack=1529 Win=63488 Len=0 TSval=1602252847 TSecr=2200845673"
"223","31.158145642","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","215","1529","203","129","Server Key Exchange, Server Hello Done"
"224","31.158166168","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1658","0","34206  >  53162 [ACK] Seq=203 Ack=1658 Win=63360 Len=0 TSval=1602252881 TSecr=2200845708"
"225","31.170815839","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","128","203","1658","42","Client Key Exchange"
"226","31.202447677","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","245","0","53162  >  34206 [ACK] Seq=1658 Ack=245 Win=131072 Len=0 TSval=2200845761 TSecr=1602252894"
"227","31.202474292","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","177","245","1658","91","Change Cipher Spec, Encrypted Handshake Message"
"228","31.258195563","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","336","0","53162  >  34206 [ACK] Seq=1658 Ack=336 Win=131008 Len=0 TSval=2200845768 TSecr=1602252926"
"229","31.258209503","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","92","1658","336","6","Change Cipher Spec"
"230","31.311982304","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1664","0","34206  >  53162 [ACK] Seq=336 Ack=1664 Win=64128 Len=0 TSval=1602253035 TSecr=2200845768"
"231","31.344606883","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","1664","336","85","Encrypted Handshake Message"
"232","31.344629696","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1749","0","34206  >  53162 [ACK] Seq=336 Ack=1749 Win=64128 Len=0 TSval=1602253068 TSecr=2200845904"
"233","31.371097821","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","336","1749","101","Application Data"
"234","31.598987123","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1749","437","0","53162  >  34206 [ACK] Seq=1749 Ack=437 Win=130944 Len=0 TSval=2200846017 TSecr=1602253094"
"235","31.599003943","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","1749","437","69","Application Data"
"236","31.639304478","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","437","1818","0","34206  >  53162 [ACK] Seq=437 Ack=1818 Win=64128 Len=0 TSval=1602253362 TSecr=2200846031"
"237","31.651259298","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","437","1818","85","Application Data"
"238","31.706879837","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1818","522","0","53162  >  34206 [ACK] Seq=1818 Ack=522 Win=130944 Len=0 TSval=2200846236 TSecr=1602253374"
"239","31.706898364","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1818","522","101","Application Data"
"240","31.706910856","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1919","0","34206  >  53162 [ACK] Seq=522 Ack=1919 Win=64128 Len=0 TSval=1602253430 TSecr=2200846246"
"241","31.711811223","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1919","85","Application Data"
"242","31.811521989","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1919","607","0","53162  >  34206 [ACK] Seq=1919 Ack=607 Win=130944 Len=0 TSval=2200846326 TSecr=1602253435"
"243","31.811538154","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1919","607","165","Application Data"
"244","31.855327635","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","607","2084","0","34206  >  53162 [ACK] Seq=607 Ack=2084 Win=64128 Len=0 TSval=1602253578 TSecr=2200846337"
"245","31.859016085","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2084","85","Application Data"
"246","31.904131671","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2084","692","0","53162  >  34206 [ACK] Seq=2084 Ack=692 Win=130944 Len=0 TSval=2200846447 TSecr=1602253582"
