"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Acknowledgment Number","TCP Segment Len","Info"
"27","0.756105981","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","336","1750","101","Application Data"
"28","0.759938754","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1750","437","0","55178  >  46514 [ACK] Seq=1750 Ack=437 Win=130944 Len=0 TSval=1164500645 TSecr=1598898370"
"29","0.944555842","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","1750","437","69","Application Data"
"30","0.987669077","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","437","1819","0","46514  >  55178 [ACK] Seq=437 Ack=1819 Win=64128 Len=0 TSval=1598898602 TSecr=1164500746"
"31","0.999924379","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","437","1819","85","Application Data"
"32","1.003757438","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1819","522","0","55178  >  46514 [ACK] Seq=1819 Ack=522 Win=130944 Len=0 TSval=1164500889 TSecr=1598898614"
"33","1.018835810","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1819","522","101","Application Data"
"34","1.018861651","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1920","0","46514  >  55178 [ACK] Seq=522 Ack=1920 Win=64128 Len=0 TSval=1598898633 TSecr=1164500903"
"35","1.023865188","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1920","85","Application Data"
"36","1.027788553","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1920","607","0","55178  >  46514 [ACK] Seq=1920 Ack=607 Win=130944 Len=0 TSval=1164500912 TSecr=1598898638"
"37","1.040366412","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1920","607","165","Application Data"
"38","1.087669082","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","607","2085","0","46514  >  55178 [ACK] Seq=607 Ack=2085 Win=64128 Len=0 TSval=1598898702 TSecr=1164500925"
"39","1.097604701","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2085","85","Application Data"
"40","1.100564737","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2085","692","0","55178  >  46514 [ACK] Seq=2085 Ack=692 Win=130944 Len=0 TSval=1164500985 TSecr=1598898712"
"41","1.109907688","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2085","692","85","Application Data"
"42","1.110084959","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","692","2170","0","46514  >  55178 [ACK] Seq=692 Ack=2170 Win=64128 Len=0 TSval=1598898724 TSecr=1164500994"
"43","1.281151604","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","1514","692","2170","1428","46514  >  55178 [ACK] Seq=692 Ack=2170 Win=64128 Len=1428 TSval=1598898895 TSecr=1164500994 [TCP segment of a reassembled PDU]"
"44","1.281165855","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","183","2120","2170","97","Application Data"
"45","1.288496172","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2170","2217","0","55178  >  46514 [ACK] Seq=2170 Ack=2217 Win=129536 Len=0 TSval=1164501173 TSecr=1598898895"
"46","1.352280924","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","2170","2217","101","Application Data"
"47","1.352452280","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2217","2271","0","46514  >  55178 [ACK] Seq=2217 Ack=2271 Win=64128 Len=0 TSval=1598898966 TSecr=1164501237"
"48","1.424074328","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","459","2217","2271","373","Application Data"
"49","1.428309375","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2271","2590","0","55178  >  46514 [ACK] Seq=2271 Ack=2590 Win=130688 Len=0 TSval=1164501313 TSecr=1598899038"
"50","1.457984608","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2271","2590","85","Application Data"
"51","1.458012751","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2590","2356","0","46514  >  55178 [ACK] Seq=2590 Ack=2356 Win=64128 Len=0 TSval=1598899072 TSecr=1164501342"
"52","1.463332760","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","2590","2356","101","Application Data"
"53","1.466718533","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2356","2691","0","55178  >  46514 [ACK] Seq=2356 Ack=2691 Win=130944 Len=0 TSval=1164501351 TSecr=1598899077"
"54","1.503247520","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","491","2356","2691","405","Application Data"
"55","1.543667355","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2691","2761","0","46514  >  55178 [ACK] Seq=2691 Ack=2761 Win=64128 Len=0 TSval=1598899158 TSecr=1164501378"
"56","1.558807398","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2691","2761","85","Application Data"
"57","1.562402015","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2761","2776","0","55178  >  46514 [ACK] Seq=2761 Ack=2776 Win=130944 Len=0 TSval=1164501447 TSecr=1598899173"
"58","1.576028049","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2761","2776","85","Application Data"
"59","1.576104830","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2776","2846","0","46514  >  55178 [ACK] Seq=2776 Ack=2846 Win=64128 Len=0 TSval=1598899190 TSecr=1164501460"
"60","1.579489656","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2776","2846","85","Application Data"
"61","1.582711827","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2846","2861","0","55178  >  46514 [ACK] Seq=2846 Ack=2861 Win=130944 Len=0 TSval=1164501467 TSecr=1598899194"
"62","1.592824421","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2846","2861","117","Application Data"
"63","1.635660323","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2861","2963","0","46514  >  55178 [ACK] Seq=2861 Ack=2963 Win=64128 Len=0 TSval=1598899250 TSecr=1164501477"
"64","3.599183793","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2861","2963","85","Application Data"
"65","3.812599749","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2963","2946","0","55178  >  46514 [ACK] Seq=2963 Ack=2946 Win=130944 Len=0 TSval=1164503599 TSecr=1598901213"
"66","3.812615906","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2963","2946","117","Application Data"
"67","3.812628803","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2946","3080","0","46514  >  55178 [ACK] Seq=2946 Ack=3080 Win=64128 Len=0 TSval=1598901426 TSecr=1164503610"
"70","5.818747779","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2946","3080","85","Application Data"
"71","5.864267894","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3080","3031","0","55178  >  46514 [ACK] Seq=3080 Ack=3031 Win=130944 Len=0 TSval=1164505748 TSecr=1598903432"
"72","5.874998894","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3080","3031","117","Application Data"
"73","5.875021516","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3031","3197","0","46514  >  55178 [ACK] Seq=3031 Ack=3197 Win=64128 Len=0 TSval=1598903489 TSecr=1164505759"
"76","7.881057205","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3031","3197","85","Application Data"
"77","7.885565611","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3197","3116","0","55178  >  46514 [ACK] Seq=3197 Ack=3116 Win=130944 Len=0 TSval=1164507770 TSecr=1598905494"
"78","7.905999043","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3197","3116","117","Application Data"
"79","7.906019059","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3116","3314","0","46514  >  55178 [ACK] Seq=3116 Ack=3314 Win=64128 Len=0 TSval=1598905519 TSecr=1164507781"
"91","9.911335241","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3116","3314","85","Application Data"
"92","10.075715937","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3314","3201","0","55178  >  46514 [ACK] Seq=3314 Ack=3201 Win=131072 Len=0 TSval=1164509851 TSecr=1598907525"
"93","10.075731004","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3314","3201","117","Application Data"
"94","10.075743414","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3201","3431","0","46514  >  55178 [ACK] Seq=3201 Ack=3431 Win=64128 Len=0 TSval=1598907689 TSecr=1164509862"
"95","12.081613991","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3201","3431","85","Application Data"
"96","12.115813910","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3431","3286","0","55178  >  46514 [ACK] Seq=3431 Ack=3286 Win=131072 Len=0 TSval=1164511997 TSecr=1598909695"
"97","12.124275016","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3431","3286","117","Application Data"
"98","12.124297170","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3286","3548","0","46514  >  55178 [ACK] Seq=3286 Ack=3548 Win=64128 Len=0 TSval=1598909737 TSecr=1164512007"
"99","12.128514924","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3286","3548","85","Application Data"
"100","12.133242824","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3548","3371","0","55178  >  46514 [ACK] Seq=3548 Ack=3371 Win=131072 Len=0 TSval=1164512017 TSecr=1598909741"
"101","12.142932566","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3548","3371","85","Application Data"
"102","12.146858744","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3371","3633","85","Application Data"
"103","12.151423049","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3633","3456","0","55178  >  46514 [ACK] Seq=3633 Ack=3456 Win=130944 Len=0 TSval=1164512035 TSecr=1598909760"
"104","12.160505438","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3633","3456","85","Application Data"
"105","12.169117567","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","155","3456","3718","69","Encrypted Alert"
"106","12.169168492","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3525","3718","0","46514  >  55178 [FIN, ACK] Seq=3525 Ack=3718 Win=64128 Len=0 TSval=1598909782 TSecr=1164512044"
"107","12.176441160","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3718","3525","0","55178  >  46514 [ACK] Seq=3718 Ack=3525 Win=130944 Len=0 TSval=1164512057 TSecr=1598909782"
"108","12.184298691","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3718","3526","0","55178  >  46514 [ACK] Seq=3718 Ack=3526 Win=130944 Len=0 TSval=1164512057 TSecr=1598909782"
"111","17.228297016","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","3718","3526","69","Encrypted Alert"
"112","17.228313576","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","46514  >  55178 [RST] Seq=3526 Win=0 Len=0"
"113","17.228328934","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3787","3526","0","55178  >  46514 [FIN, ACK] Seq=3787 Ack=3526 Win=130944 Len=0 TSval=1164517052 TSecr=1598909782"
"114","17.228330958","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","46514  >  55178 [RST] Seq=3526 Win=0 Len=0"
"115","17.228333449","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","74","3788","3526","0","55178  >  46514 [RST, ACK] Seq=3788 Ack=3526 Win=130944 Len=0"
"118","19.920449906","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","","57227  >  15118 Len=10"
"119","20.001149880","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","UDP","90","","","","15118  >  57227 Len=28"
"120","20.287897946","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","94","0","0","0","46516  >  55178 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=1598917900 TSecr=0 WS=128"
"121","20.505329584","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0","55178  >  46516 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=90705186 TSecr=1598917900 SACK_PERM=1"
"122","20.505359539","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0","46516  >  55178 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=1598918118 TSecr=90705186"
"123","20.508813305","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","1","0","[TCP Window Update] 55178  >  46516 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=90705282 TSecr=1598918118"
"124","20.523978551","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","288","1","1","202","Client Hello"
"125","20.528805316","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","203","0","55178  >  46516 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=90705303 TSecr=1598918136"
"126","20.546717765","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","176","1","203","90","Server Hello"
"127","20.546731311","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","91","0","46516  >  55178 [ACK] Seq=203 Ack=91 Win=64896 Len=0 TSval=1598918159 TSecr=90705320"
"128","20.546778818","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","1514","91","203","1428","55178  >  46516 [ACK] Seq=91 Ack=203 Win=131136 Len=1428 TSval=90705320 TSecr=1598918136 [TCP segment of a reassembled PDU]"
"129","20.546782327","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1519","0","46516  >  55178 [ACK] Seq=203 Ack=1519 Win=63488 Len=0 TSval=1598918159 TSecr=90705320"
"130","20.546932841","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","96","1519","203","10","Certificate"
"131","20.546935045","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1529","0","46516  >  55178 [ACK] Seq=203 Ack=1529 Win=63488 Len=0 TSval=1598918159 TSecr=90705320"
"132","20.554679055","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","216","1529","203","130","Server Key Exchange, Server Hello Done"
"133","20.554698281","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1659","0","46516  >  55178 [ACK] Seq=203 Ack=1659 Win=63360 Len=0 TSval=1598918167 TSecr=90705328"
"134","20.577479580","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","128","203","1659","42","Client Key Exchange"
"135","20.580779947","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1659","245","0","55178  >  46516 [ACK] Seq=1659 Ack=245 Win=131072 Len=0 TSval=90705355 TSecr=1598918190"
"136","20.583037297","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","92","245","1659","6","Change Cipher Spec"
"137","20.585674314","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1659","251","0","55178  >  46516 [ACK] Seq=1659 Ack=251 Win=131072 Len=0 TSval=90705360 TSecr=1598918195"
"138","20.585686149","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","251","1659","85","Encrypted Handshake Message"
"139","20.588613762","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1659","336","0","55178  >  46516 [ACK] Seq=1659 Ack=336 Win=131008 Len=0 TSval=90705363 TSecr=1598918198"
"140","20.589417389","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","92","1659","336","6","Change Cipher Spec"
"141","20.648174841","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1665","0","46516  >  55178 [ACK] Seq=336 Ack=1665 Win=64128 Len=0 TSval=1598918260 TSecr=90705363"
"142","20.652142230","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","1665","336","85","Encrypted Handshake Message"
"143","20.652157908","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1750","0","46516  >  55178 [ACK] Seq=336 Ack=1750 Win=64128 Len=0 TSval=1598918264 TSecr=90705425"
"144","20.679264855","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","336","1750","101","Application Data"
"145","20.683208227","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1750","437","0","55178  >  46516 [ACK] Seq=1750 Ack=437 Win=130944 Len=0 TSval=90705457 TSecr=1598918291"
"146","20.706884688","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","1750","437","69","Application Data"
"147","20.747678956","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","437","1819","0","46516  >  55178 [ACK] Seq=437 Ack=1819 Win=64128 Len=0 TSval=1598918360 TSecr=90705470"
"148","20.769312901","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","437","1819","85","Application Data"
"149","20.773213877","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1819","522","0","55178  >  46516 [ACK] Seq=1819 Ack=522 Win=130944 Len=0 TSval=90705547 TSecr=1598918381"
"150","20.783424582","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1819","522","101","Application Data"
"151","20.783441746","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1920","0","46516  >  55178 [ACK] Seq=522 Ack=1920 Win=64128 Len=0 TSval=1598918396 TSecr=90705557"
"152","20.789861392","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1920","85","Application Data"
"153","20.792712151","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1920","607","0","55178  >  46516 [ACK] Seq=1920 Ack=607 Win=130944 Len=0 TSval=90705566 TSecr=1598918402"
"154","20.802413350","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1920","607","165","Application Data"
"155","20.843707916","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","607","2085","0","46516  >  55178 [ACK] Seq=607 Ack=2085 Win=64128 Len=0 TSval=1598918456 TSecr=90705576"
"156","20.852672142","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2085","85","Application Data"
"157","20.855858879","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2085","692","0","55178  >  46516 [ACK] Seq=2085 Ack=692 Win=130944 Len=0 TSval=90705629 TSecr=1598918465"
"158","20.865365461","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2085","692","85","Application Data"
