"No.","Time","Time Diff","Source address","Transmitter address","Receiver address","Destination address","Length","Sequence number","Data Length","Starting Sequence Number","Priority","Info"
"229104","56.168195","0.007484000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","275","1942","189","","Best Effort (Best Effort)","QoS Data, SN=1942, FN=0, Flags=.p....F.C"
"229727","56.311101","0.142906000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","1782","88","","Network Control (Voice)","QoS Data, SN=1782, FN=0, Flags=.p.....TC"
"229731","56.324280","0.013179000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","1783","173","","Network Control (Voice)","QoS Data, SN=1783, FN=0, Flags=.p.....TC"
"229737","56.325094","0.000814000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","1943","88","","Best Effort (Best Effort)","QoS Data, SN=1943, FN=0, Flags=.p....F.C"
"229767","56.326909","0.001815000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","1944","173","","Best Effort (Best Effort)","QoS Data, SN=1944, FN=0, Flags=.p....F.C"
"229965","56.355603","0.028694000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","1784","88","","Network Control (Voice)","QoS Data, SN=1784, FN=0, Flags=.p.....TC"
"229989","56.362403","0.006800000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","1785","173","","Network Control (Voice)","QoS Data, SN=1785, FN=0, Flags=.p.....TC"
"230086","56.382310","0.019907000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","170","1945","88","","Best Effort (Best Effort)","QoS Data, SN=1945, FN=0, Flags=.p....F.C"
"230087","56.382375","0.000065000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","1946","173","","Best Effort (Best Effort)","QoS Data, SN=1946, FN=0, Flags=.p....F.C"
"230361","56.443337","0.060962000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","1786","173","","Network Control (Voice)","QoS Data, SN=1786, FN=0, Flags=.p.....TC"
"230528","56.472506","0.029169000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","1947","173","","Best Effort (Best Effort)","QoS Data, SN=1947, FN=0, Flags=.p....F.C"
"230967","56.555613","0.083107000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","1787","88","","Network Control (Voice)","QoS Data, SN=1787, FN=0, Flags=.p.....TC"
"231381","56.610964","0.055351000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","1948","88","","Best Effort (Best Effort)","QoS Data, SN=1948, FN=0, Flags=.p....F.C"
"231397","56.624459","0.013495000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","1579","1788","1516","","Network Control (Voice)","QoS Data, SN=1788, FN=0, Flags=.p.....TC"
"231398","56.640143","0.015684000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","1579","1788","1516","","Network Control (Voice)","QoS Data, SN=1788, FN=0, Flags=.p..R..TC"
"231425","56.641907","0.001764000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","248","1789","185","","Network Control (Voice)","QoS Data, SN=1789, FN=0, Flags=.p.....TC"
"231494","56.660771","0.018864000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","1598","1949","1516","","Best Effort (Best Effort)","QoS Data, SN=1949, FN=0, Flags=.p....F.C"
"231495","56.660828","0.000057000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","271","1950","185","","Best Effort (Best Effort)","QoS Data, SN=1950, FN=0, Flags=.p....F.C"
"232314","56.764374","0.103546000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","1790","88","","Network Control (Voice)","QoS Data, SN=1790, FN=0, Flags=.p.....TC"
"232419","56.791577","0.027203000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","1951","88","","Best Effort (Best Effort)","QoS Data, SN=1951, FN=0, Flags=.p....F.C"
"232579","56.831775","0.040198000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","524","1791","461","","Network Control (Voice)","QoS Data, SN=1791, FN=0, Flags=.p.....TC"
"232614","56.840161","0.008386000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","547","1952","461","","Best Effort (Best Effort)","QoS Data, SN=1952, FN=0, Flags=.p....F.C"
"232842","56.894521","0.054360000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","1792","88","","Network Control (Voice)","QoS Data, SN=1792, FN=0, Flags=.p.....TC"
"232929","56.902510","0.007989000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","252","1793","189","","Network Control (Voice)","QoS Data, SN=1793, FN=0, Flags=.p.....TC"
"233018","56.922772","0.020262000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","170","1953","88","","Best Effort (Best Effort)","QoS Data, SN=1953, FN=0, Flags=.p....F.C"
"233019","56.922830","0.000058000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","275","1954","189","","Best Effort (Best Effort)","QoS Data, SN=1954, FN=0, Flags=.p....F.C"
"233414","57.018489","0.095659000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","1794","88","","Network Control (Voice)","QoS Data, SN=1794, FN=0, Flags=.p.....TC"
"233462","57.027793","0.009304000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","1795","173","","Network Control (Voice)","QoS Data, SN=1795, FN=0, Flags=.p.....TC"
"233604","57.065218","0.037425000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","170","1955","88","","Best Effort (Best Effort)","QoS Data, SN=1955, FN=0, Flags=.p....F.C"
"233605","57.065275","0.000057000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","1956","173","","Best Effort (Best Effort)","QoS Data, SN=1956, FN=0, Flags=.p....F.C"
"233607","57.065974","0.000699000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","170","1955","88","","Best Effort (Best Effort)","QoS Data, SN=1955, FN=0, Flags=.p..R.F.C"
"233608","57.066033","0.000059000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","1956","173","","Best Effort (Best Effort)","QoS Data, SN=1956, FN=0, Flags=.p..R.F.C"
"233871","57.098543","0.032510000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","1796","88","","Network Control (Voice)","QoS Data, SN=1796, FN=0, Flags=.p.....TC"
"233873","57.099348","0.000805000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","1797","173","","Network Control (Voice)","QoS Data, SN=1797, FN=0, Flags=.p.....TC"
"233915","57.116633","0.017285000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","170","1957","88","","Best Effort (Best Effort)","QoS Data, SN=1957, FN=0, Flags=.p....F.C"
"233916","57.116689","0.000056000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","1958","173","","Best Effort (Best Effort)","QoS Data, SN=1958, FN=0, Flags=.p....F.C"
"234201","57.194419","0.077730000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","1798","88","","Network Control (Voice)","QoS Data, SN=1798, FN=0, Flags=.p.....TC"
"234358","57.230903","0.036484000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","1959","88","","Best Effort (Best Effort)","QoS Data, SN=1959, FN=0, Flags=.p....F.C"
"243784","59.159019","1.928116000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","1799","173","","Network Control (Voice)","QoS Data, SN=1799, FN=0, Flags=.p.....TC"
"244100","59.223988","0.064969000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","1961","173","","Best Effort (Best Effort)","QoS Data, SN=1961, FN=0, Flags=.p....F.C"
"245037","59.349406","0.125418000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","1800","88","","Network Control (Voice)","QoS Data, SN=1800, FN=0, Flags=.p.....TC"
"245333","59.396262","0.046856000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","1962","88","","Best Effort (Best Effort)","QoS Data, SN=1962, FN=0, Flags=.p....F.C"
"253885","60.896107","1.499845000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","143","3963","80","","Best Effort (Best Effort)","QoS Data, SN=3963, FN=0, Flags=.p.....TC"
"254602","61.006485","0.110378000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","166","1963","80","","Best Effort (Best Effort)","QoS Data, SN=1963, FN=0, Flags=.p....F.C"
"256759","61.368697","0.362212000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","1801","173","","Network Control (Voice)","QoS Data, SN=1801, FN=0, Flags=.p.....TC"
"257758","61.502553","0.133856000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","1964","173","","Best Effort (Best Effort)","QoS Data, SN=1964, FN=0, Flags=.p....F.C"
"258130","61.581873","0.079320000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","1802","88","","Network Control (Voice)","QoS Data, SN=1802, FN=0, Flags=.p.....TC"
"258526","61.639347","0.057474000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","1965","88","","Best Effort (Best Effort)","QoS Data, SN=1965, FN=0, Flags=.p....F.C"
"263661","63.590494","1.951147000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","1803","173","","Network Control (Voice)","QoS Data, SN=1803, FN=0, Flags=.p.....TC"
"269355","66.085819","2.495325000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","1806","88","","Network Control (Voice)","QoS Data, SN=1806, FN=0, Flags=.p.....TC"
"269357","66.085993","0.000174000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","163","1807","100","","Network Control (Voice)","QoS Data, SN=1807, FN=0, Flags=.p.....TC"
"269366","66.087206","0.001213000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","170","1969","88","","Best Effort (Best Effort)","QoS Data, SN=1969, FN=0, Flags=.p....F.C"
"269367","66.087261","0.000055000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","186","1970","100","","Best Effort (Best Effort)","QoS Data, SN=1970, FN=0, Flags=.p....F.C"
"280842","68.094576","2.007315000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","1808","173","","Network Control (Voice)","QoS Data, SN=1808, FN=0, Flags=.p..R..TC"
"280843","68.094999","0.000423000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","1808","173","","Network Control (Voice)","QoS Data, SN=1808, FN=0, Flags=.p..R..TC"
"281319","68.165145","0.070146000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","1971","173","","Best Effort (Best Effort)","QoS Data, SN=1971, FN=0, Flags=.p....F.C"
"281799","68.236169","0.071024000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","1809","88","","Network Control (Voice)","QoS Data, SN=1809, FN=0, Flags=.p.....TC"
"281817","68.237270","0.001101000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","1972","88","","Best Effort (Best Effort)","QoS Data, SN=1972, FN=0, Flags=.p....F.C"
"281845","68.239449","0.002179000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","1810","173","","Network Control (Voice)","QoS Data, SN=1810, FN=0, Flags=.p.....TC"
"281873","68.243304","0.003855000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","1973","173","","Best Effort (Best Effort)","QoS Data, SN=1973, FN=0, Flags=.p....F.C"
"284087","68.648933","0.405629000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","1811","173","","Network Control (Voice)","QoS Data, SN=1811, FN=0, Flags=.p..R..TC"
"284088","68.649032","0.000099000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","1811","173","","Network Control (Voice)","QoS Data, SN=1811, FN=0, Flags=.p..R..TC"
"284237","68.679556","0.030524000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","1974","173","","Best Effort (Best Effort)","QoS Data, SN=1974, FN=0, Flags=.p....F.C"
"284341","68.686941","0.007385000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","163","1812","100","","Network Control (Voice)","QoS Data, SN=1812, FN=0, Flags=.p.....TC"
"284342","68.687001","0.000060000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","163","1812","100","","Network Control (Voice)","QoS Data, SN=1812, FN=0, Flags=.p..R..TC"
"284348","68.688628","0.001627000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","163","1812","100","","Network Control (Voice)","QoS Data, SN=1812, FN=0, Flags=.p..R..TC"
"284405","68.694800","0.006172000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","186","1975","100","","Best Effort (Best Effort)","QoS Data, SN=1975, FN=0, Flags=.p....F.C"
"284424","68.699956","0.005156000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","1813","88","","Network Control (Voice)","QoS Data, SN=1813, FN=0, Flags=.p.....TC"
"284472","68.703925","0.003969000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","1976","88","","Best Effort (Best Effort)","QoS Data, SN=1976, FN=0, Flags=.p....F.C"
"284490","68.715187","0.011262000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","239","1978","157","","Best Effort (Best Effort)","QoS Data, SN=1978, FN=0, Flags=.p....F.C"
"284491","68.715244","0.000057000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","1979","88","","Best Effort (Best Effort)","QoS Data, SN=1979, FN=0, Flags=.p....F.C"
"316148","73.866273","5.151029000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","139","3966","76","","Best Effort (Best Effort)","QoS Data, SN=3966, FN=0, Flags=.p.....TC"
"316150","73.866382","0.000109000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","139","3967","76","","Best Effort (Best Effort)","QoS Data, SN=3967, FN=0, Flags=.p.....TC"
"331658","76.453351","2.586969000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","33:33:00:00:00:01","137","1816","74","","Network Control (Voice)","QoS Data, SN=1816, FN=0, Flags=.p.....TC"
"332069","76.516982","0.063631000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","33:33:00:00:00:01","33:33:00:00:00:01","135","3900","74","","","Data, SN=3900, FN=0, Flags=.p....F.C"
"334691","76.965549","0.448567000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","159","3968","96","","Best Effort (Best Effort)","QoS Data, SN=3968, FN=0, Flags=.p.....TC"
"335158","77.063078","0.097529000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","182","1988","96","","Best Effort (Best Effort)","QoS Data, SN=1988, FN=0, Flags=.p....F.C"
"335708","77.161758","0.098680000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","3969","88","","Best Effort (Best Effort)","QoS Data, SN=3969, FN=0, Flags=.p.....TC"
"335746","77.164981","0.003223000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","1989","88","","Best Effort (Best Effort)","QoS Data, SN=1989, FN=0, Flags=.p....F.C"
"335829","77.181474","0.016493000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","353","1817","290","","Network Control (Voice)","QoS Data, SN=1817, FN=0, Flags=.p.....TC"
"335831","77.181807","0.000333000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","376","1990","290","","Best Effort (Best Effort)","QoS Data, SN=1990, FN=0, Flags=.p....F.C"
"335964","77.203879","0.022072000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","1818","88","","Network Control (Voice)","QoS Data, SN=1818, FN=0, Flags=.p.....TC"
"335966","77.205424","0.001545000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","1819","88","","Network Control (Voice)","QoS Data, SN=1819, FN=0, Flags=.p.....TC"
"335967","77.206734","0.001310000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","1819","88","","Network Control (Voice)","QoS Data, SN=1819, FN=0, Flags=.p..R..TC"
"335968","77.208019","0.001285000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","1819","88","","Network Control (Voice)","QoS Data, SN=1819, FN=0, Flags=.p..R..TC"
"336073","77.217960","0.009941000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","1991","88","","Best Effort (Best Effort)","QoS Data, SN=1991, FN=0, Flags=.p....F.C"
"336075","77.218112","0.000152000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","1992","88","","Best Effort (Best Effort)","QoS Data, SN=1992, FN=0, Flags=.p....F.C"
"336139","77.240573","0.022461000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","1820","88","","Network Control (Voice)","QoS Data, SN=1820, FN=0, Flags=.p.....TC"
"336198","77.251313","0.010740000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","1993","88","","Best Effort (Best Effort)","QoS Data, SN=1993, FN=0, Flags=.p....F.C"
