"No.","Time","Time Diff","Source address","Transmitter address","Receiver address","Destination address","Length","Sequence number","Data Length","Starting Sequence Number","Priority","Info"
"96496","26.739967","0.000499000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","2094","88","","Best Effort (Best Effort)","QoS Data, SN=2094, FN=0, Flags=.p....F.C"
"96804","26.916900","0.176933000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","1598","2095","1516","","Best Effort (Best Effort)","QoS Data, SN=2095, FN=0, Flags=.p....F.C"
"96805","26.916956","0.000056000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","271","2096","185","","Best Effort (Best Effort)","QoS Data, SN=2096, FN=0, Flags=.p....F.C"
"97432","27.114189","0.197233000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","524","1997","461","","Best Effort (Best Effort)","QoS Data, SN=1997, FN=0, Flags=.p.....TC"
"97666","27.177113","0.062924000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","1998","88","","Best Effort (Best Effort)","QoS Data, SN=1998, FN=0, Flags=.p.....TC"
"97844","27.339180","0.162067000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","2002","88","","Best Effort (Best Effort)","QoS Data, SN=2002, FN=0, Flags=.p.....TC"
"97863","27.342987","0.003807000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","2003","173","","Best Effort (Best Effort)","QoS Data, SN=2003, FN=0, Flags=.p..R..TC"
"97866","27.345723","0.002736000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","2103","88","","Best Effort (Best Effort)","QoS Data, SN=2103, FN=0, Flags=.p....F.C"
"97868","27.345838","0.000115000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","2104","173","","Best Effort (Best Effort)","QoS Data, SN=2104, FN=0, Flags=.p....F.C"
"98052","27.367767","0.021929000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","2003","173","","Best Effort (Best Effort)","QoS Data, SN=2003, FN=0, Flags=.p..R..TC"
"98056","27.369381","0.001614000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","2003","173","","Best Effort (Best Effort)","QoS Data, SN=2003, FN=0, Flags=.p..R..TC"
"98590","27.591378","0.221997000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","2004","173","","Best Effort (Best Effort)","QoS Data, SN=2004, FN=0, Flags=.p.....TC"
"110729","29.697479","2.106101000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","2006","173","","Best Effort (Best Effort)","QoS Data, SN=2006, FN=0, Flags=.p.....TC"
"112128","29.940140","0.242661000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","2007","88","","Best Effort (Best Effort)","QoS Data, SN=2007, FN=0, Flags=.p..R..TC"
"112284","29.965807","0.025667000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","2110","88","","Best Effort (Best Effort)","QoS Data, SN=2110, FN=0, Flags=.p....F.C"
"115343","30.467788","0.501981000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","143","2008","80","","Best Effort (Best Effort)","QoS Data, SN=2008, FN=0, Flags=.p.....TC"
"115347","30.468106","0.000318000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","166","2111","80","","Best Effort (Best Effort)","QoS Data, SN=2111, FN=0, Flags=.p....F.C"
"115351","30.469363","0.001257000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","166","2111","80","","Best Effort (Best Effort)","QoS Data, SN=2111, FN=0, Flags=.p..R.F.C"
"124236","31.923391","1.454028000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","2011","173","","Best Effort (Best Effort)","QoS Data, SN=2011, FN=0, Flags=.p.....TC"
"124972","32.024907","0.101516000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","2112","173","","Best Effort (Best Effort)","QoS Data, SN=2112, FN=0, Flags=.p..R.F.C"
"125363","32.104573","0.079666000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","2013","88","","Best Effort (Best Effort)","QoS Data, SN=2013, FN=0, Flags=.p.....TC"
"125365","32.104725","0.000152000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","2113","88","","Best Effort (Best Effort)","QoS Data, SN=2113, FN=0, Flags=.p....F.C"
"137349","34.109791","2.005066000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","2014","173","","Best Effort (Best Effort)","QoS Data, SN=2014, FN=0, Flags=.p.....TC"
"137466","34.120116","0.010325000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","2014","173","","Best Effort (Best Effort)","QoS Data, SN=2014, FN=0, Flags=.p..R..TC"
"137751","34.168650","0.048534000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","2115","173","","Best Effort (Best Effort)","QoS Data, SN=2115, FN=0, Flags=.p....F.C"
"137912","34.193051","0.024401000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","2015","88","","Best Effort (Best Effort)","QoS Data, SN=2015, FN=0, Flags=.p..R..TC"
"137930","34.196073","0.003022000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","2116","88","","Best Effort (Best Effort)","QoS Data, SN=2116, FN=0, Flags=.p....F.C"
"137988","34.204399","0.008326000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","2015","88","","Best Effort (Best Effort)","QoS Data, SN=2015, FN=0, Flags=.p..R..TC"
"150089","36.194677","1.990278000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","2016","173","","Best Effort (Best Effort)","QoS Data, SN=2016, FN=0, Flags=.p.....TC"
"150090","36.194733","0.000056000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","2016","173","","Best Effort (Best Effort)","QoS Data, SN=2016, FN=0, Flags=.p..R..TC"
"150106","36.196307","0.001574000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","2016","173","","Best Effort (Best Effort)","QoS Data, SN=2016, FN=0, Flags=.p..R..TC"
"150783","36.316898","0.120591000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","2117","173","","Best Effort (Best Effort)","QoS Data, SN=2117, FN=0, Flags=.p....F.C"
"151701","36.474754","0.157856000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","2017","88","","Best Effort (Best Effort)","QoS Data, SN=2017, FN=0, Flags=.p.....TC"
"151729","36.478263","0.003509000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","2118","88","","Best Effort (Best Effort)","QoS Data, SN=2118, FN=0, Flags=.p....F.C"
"164419","38.499093","2.020830000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","2018","173","","Best Effort (Best Effort)","QoS Data, SN=2018, FN=0, Flags=.p.....TC"
"164675","38.549978","0.050885000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","2121","173","","Best Effort (Best Effort)","QoS Data, SN=2121, FN=0, Flags=.p....F.C"
"164927","38.579869","0.029891000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","2019","88","","Best Effort (Best Effort)","QoS Data, SN=2019, FN=0, Flags=.p.....TC"
"164973","38.588164","0.008295000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","2020","173","","Best Effort (Best Effort)","QoS Data, SN=2020, FN=0, Flags=.p.....TC"
"165241","38.642223","0.054059000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","2122","88","","Best Effort (Best Effort)","QoS Data, SN=2122, FN=0, Flags=.p....F.C"
"165278","38.652315","0.010092000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","2122","88","","Best Effort (Best Effort)","QoS Data, SN=2122, FN=0, Flags=.p..R.F.C"
"165324","38.661667","0.009352000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","2123","173","","Best Effort (Best Effort)","QoS Data, SN=2123, FN=0, Flags=.p....F.C"
"165490","38.683868","0.022201000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","2021","173","","Best Effort (Best Effort)","QoS Data, SN=2021, FN=0, Flags=.p..R..TC"
"165491","38.684421","0.000553000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","2021","173","","Best Effort (Best Effort)","QoS Data, SN=2021, FN=0, Flags=.p..R..TC"
"165502","38.685795","0.001374000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","2021","173","","Best Effort (Best Effort)","QoS Data, SN=2021, FN=0, Flags=.p..R..TC"
"165504","38.685949","0.000154000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","2124","173","","Best Effort (Best Effort)","QoS Data, SN=2124, FN=0, Flags=.p....F.C"
"165803","38.733613","0.047664000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","220","2022","157","","Best Effort (Best Effort)","QoS Data, SN=2022, FN=0, Flags=.p..R..TC"
"165804","38.734232","0.000619000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","220","2022","157","","Best Effort (Best Effort)","QoS Data, SN=2022, FN=0, Flags=.p..R..TC"
"165806","38.734436","0.000204000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","2023","88","","Best Effort (Best Effort)","QoS Data, SN=2023, FN=0, Flags=.p.....TC"
"165807","38.735023","0.000587000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","2023","88","","Best Effort (Best Effort)","QoS Data, SN=2023, FN=0, Flags=.p..R..TC"
"165808","38.735610","0.000587000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","2023","88","","Best Effort (Best Effort)","QoS Data, SN=2023, FN=0, Flags=.p..R..TC"
"165809","38.736399","0.000789000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","2023","88","","Best Effort (Best Effort)","QoS Data, SN=2023, FN=0, Flags=.p..R..TC"
"165826","38.738685","0.002286000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","243","2125","157","","Best Effort (Best Effort)","QoS Data, SN=2125, FN=0, Flags=.p....F.C"
"165873","38.750625","0.011940000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","2023","88","","Best Effort (Best Effort)","QoS Data, SN=2023, FN=0, Flags=.p..R..TC"
"165929","38.761783","0.011158000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","2126","88","","Best Effort (Best Effort)","QoS Data, SN=2126, FN=0, Flags=.p....F.C"
"198913","44.223121","5.461338000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","139","2025","76","","Best Effort (Best Effort)","QoS Data, SN=2025, FN=0, Flags=.p.....TC"
"199004","44.238451","0.015330000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","162","2132","76","","Best Effort (Best Effort)","QoS Data, SN=2132, FN=0, Flags=.p....F.C"
"199044","44.242850","0.004399000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","162","2133","76","","Best Effort (Best Effort)","QoS Data, SN=2133, FN=0, Flags=.p....F.C"
"212578","46.484372","2.241522000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","33:33:00:00:00:01","137","2026","74","","Best Effort (Best Effort)","QoS Data, SN=2026, FN=0, Flags=.p.....TC"
"212853","46.526951","0.042579000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","33:33:00:00:00:01","33:33:00:00:00:01","135","1823","74","","","Data, SN=1823, FN=0, Flags=.p....F.C"
"215022","46.914484","0.387533000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","159","2027","96","","Best Effort (Best Effort)","QoS Data, SN=2027, FN=0, Flags=.p.....TC"
"215359","46.968303","0.053819000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","182","2139","96","","Best Effort (Best Effort)","QoS Data, SN=2139, FN=0, Flags=.p....F.C"
"215589","47.011168","0.042865000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","2028","88","","Best Effort (Best Effort)","QoS Data, SN=2028, FN=0, Flags=.p.....TC"
"215631","47.016939","0.005771000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","2140","88","","Best Effort (Best Effort)","QoS Data, SN=2140, FN=0, Flags=.p....F.C"
"215658","47.032940","0.016001000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","353","2029","290","","Best Effort (Best Effort)","QoS Data, SN=2029, FN=0, Flags=.p.....TC"
"215662","47.033590","0.000650000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","376","2141","290","","Best Effort (Best Effort)","QoS Data, SN=2141, FN=0, Flags=.p....F.C"
"217852","47.370458","0.336868000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","2030","88","","Best Effort (Best Effort)","QoS Data, SN=2030, FN=0, Flags=.p..R..TC"
"217854","47.371997","0.001539000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","2031","88","","Best Effort (Best Effort)","QoS Data, SN=2031, FN=0, Flags=.p.....TC"
"217946","47.383176","0.011179000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","170","2148","88","","Best Effort (Best Effort)","QoS Data, SN=2148, FN=0, Flags=.p....F.C"
"217947","47.383231","0.000055000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","2149","88","","Best Effort (Best Effort)","QoS Data, SN=2149, FN=0, Flags=.p....F.C"
"218148","47.416852","0.033621000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","163","2036","100","","Best Effort (Best Effort)","QoS Data, SN=2036, FN=0, Flags=.p.....TC"
"218197","47.421052","0.004200000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","186","2150","100","","Best Effort (Best Effort)","QoS Data, SN=2150, FN=0, Flags=.p....F.C"
"218199","47.422155","0.001103000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","2037","88","","Best Effort (Best Effort)","QoS Data, SN=2037, FN=0, Flags=.p.....TC"
"218200","47.422859","0.000704000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","2037","88","","Best Effort (Best Effort)","QoS Data, SN=2037, FN=0, Flags=.p..R..TC"
"218202","47.424155","0.001296000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","193","2038","130","","Best Effort (Best Effort)","QoS Data, SN=2038, FN=0, Flags=.p.....TC"
"218256","47.428527","0.004372000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","170","2151","88","","Best Effort (Best Effort)","QoS Data, SN=2151, FN=0, Flags=.p....F.C"
"218257","47.428589","0.000062000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","216","2152","130","","Best Effort (Best Effort)","QoS Data, SN=2152, FN=0, Flags=.p....F.C"
"218316","47.437709","0.009120000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","163","2039","100","","Best Effort (Best Effort)","QoS Data, SN=2039, FN=0, Flags=.p.....TC"
"218374","47.455634","0.017925000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","186","2153","100","","Best Effort (Best Effort)","QoS Data, SN=2153, FN=0, Flags=.p....F.C"
"218746","47.500160","0.044526000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","242","2040","179","","Best Effort (Best Effort)","QoS Data, SN=2040, FN=0, Flags=.p.....TC"
"218747","47.501511","0.001351000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","242","2040","179","","Best Effort (Best Effort)","QoS Data, SN=2040, FN=0, Flags=.p..R..TC"
"218748","47.503498","0.001987000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","242","2040","179","","Best Effort (Best Effort)","QoS Data, SN=2040, FN=0, Flags=.p..R..TC"
"218912","47.577529","0.074031000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","265","2154","179","","Best Effort (Best Effort)","QoS Data, SN=2154, FN=0, Flags=.p....F.C"
"220262","47.786450","0.208921000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","242","2045","179","","Best Effort (Best Effort)","QoS Data, SN=2045, FN=0, Flags=.p.....TC"
"220308","47.791656","0.005206000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","265","2155","179","","Best Effort (Best Effort)","QoS Data, SN=2155, FN=0, Flags=.p....F.C"
"220312","47.794581","0.002925000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","242","2045","179","","Best Effort (Best Effort)","QoS Data, SN=2045, FN=0, Flags=.p..R..TC"
"220462","47.820945","0.026364000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","242","2045","179","","Best Effort (Best Effort)","QoS Data, SN=2045, FN=0, Flags=.p..R..TC"
"220482","47.823281","0.002336000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","2047","88","","Best Effort (Best Effort)","QoS Data, SN=2047, FN=0, Flags=.p.....TC"
"220508","47.827638","0.004357000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","265","2156","179","","Best Effort (Best Effort)","QoS Data, SN=2156, FN=0, Flags=.p....F.C"
"220510","47.827793","0.000155000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","2157","88","","Best Effort (Best Effort)","QoS Data, SN=2157, FN=0, Flags=.p....F.C"
"220659","47.838132","0.010339000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","2049","88","","Best Effort (Best Effort)","QoS Data, SN=2049, FN=0, Flags=.p.....TC"
"220703","47.841992","0.003860000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","2158","88","","Best Effort (Best Effort)","QoS Data, SN=2158, FN=0, Flags=.p....F.C"
