"No.","Time","Source","Destination","Protocol","Length","Sequence Number","TCP Segment Len","Info"
"144","27.965192","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","171","2270","85","[TCP Spurious Retransmission] 63834  >  57156 [PSH, ACK] Seq=2270 Ack=2590 Win=131072 Len=85 TSval=1649078618 TSecr=805249728"
"145","27.965263","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","2691","0","[TCP Dup ACK 141#1] 57156  >  63834 [ACK] Seq=2691 Ack=2355 Win=131072 Len=0 TSval=805250430 TSecr=1649078618 SLE=2270 SRE=2355"
"146","28.553189","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","187","2590","101","[TCP Retransmission] 57156  >  63834 [PSH, ACK] Seq=2590 Ack=2355 Win=131072 Len=101 TSval=805251016 TSecr=1649078618"
"148","28.709504","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2355","0","63834  >  57156 [ACK] Seq=2355 Ack=2691 Win=130944 Len=0 TSval=1649079524 TSecr=805251016"
"149","28.718481","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","491","2355","405","Application Data"
"150","28.718534","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","2691","0","57156  >  63834 [ACK] Seq=2691 Ack=2760 Win=130624 Len=0 TSval=805251180 TSecr=1649079543"
"151","28.828058","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2691","85","Application Data"
"153","28.876759","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2760","0","63834  >  57156 [ACK] Seq=2760 Ack=2776 Win=130944 Len=0 TSval=1649079696 TSecr=805251289"
"154","28.919655","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","171","2760","85","Application Data"
"155","28.919749","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","2776","0","57156  >  63834 [ACK] Seq=2776 Ack=2845 Win=130944 Len=0 TSval=805251379 TSecr=1649079709"
"156","28.928459","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2776","85","Application Data"
"157","29.086409","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2845","0","63834  >  57156 [ACK] Seq=2845 Ack=2861 Win=130944 Len=0 TSval=1649079872 TSecr=805251388"
"158","29.142129","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","2845","117","Application Data"
"159","29.142207","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","2861","0","57156  >  63834 [ACK] Seq=2861 Ack=2962 Win=130944 Len=0 TSval=805251601 TSecr=1649079882"
"161","29.805731","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","203","2845","117","[TCP Spurious Retransmission] 63834  >  57156 [PSH, ACK] Seq=2845 Ack=2861 Win=131072 Len=117 TSval=1649080303 TSecr=805251388"
"162","29.805809","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","2861","0","[TCP Window Update] 57156  >  63834 [ACK] Seq=2861 Ack=2962 Win=131072 Len=0 TSval=805252263 TSecr=1649080303 SLE=2845 SRE=2962"
"163","31.162581","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2861","85","Application Data"
"164","31.323942","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2962","0","63834  >  57156 [ACK] Seq=2962 Ack=2946 Win=130944 Len=0 TSval=1649082089 TSecr=805253619"
"165","31.375840","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","2962","117","Application Data"
"166","31.375915","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","2946","0","57156  >  63834 [ACK] Seq=2946 Ack=3079 Win=130944 Len=0 TSval=805253830 TSecr=1649082100"
"167","31.969565","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","203","2962","117","[TCP Spurious Retransmission] 63834  >  57156 [PSH, ACK] Seq=2962 Ack=2946 Win=131072 Len=117 TSval=1649082592 TSecr=805253619"
"168","31.969634","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","2946","0","[TCP Window Update] 57156  >  63834 [ACK] Seq=2946 Ack=3079 Win=131072 Len=0 TSval=805254422 TSecr=1649082592 SLE=2962 SRE=3079"
"171","33.390469","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2946","85","Application Data"
"172","33.536507","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3079","0","63834  >  57156 [ACK] Seq=3079 Ack=3031 Win=130944 Len=0 TSval=1649084356 TSecr=805255840"
"173","33.585172","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3079","117","Application Data"
"174","33.585257","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3031","0","57156  >  63834 [ACK] Seq=3031 Ack=3196 Win=130944 Len=0 TSval=805256034 TSecr=1649084367"
"181","35.595034","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3031","85","Application Data"
"182","35.666373","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3196","0","63834  >  57156 [ACK] Seq=3196 Ack=3116 Win=130944 Len=0 TSval=1649086485 TSecr=805258042"
"183","35.669676","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3196","117","Application Data"
"184","35.669748","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3116","0","57156  >  63834 [ACK] Seq=3116 Ack=3313 Win=130944 Len=0 TSval=805258116 TSecr=1649086495"
"186","37.683215","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3116","85","Application Data"
"187","37.879428","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3313","0","63834  >  57156 [ACK] Seq=3313 Ack=3201 Win=130944 Len=0 TSval=1649088653 TSecr=805260128"
"188","37.918371","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3313","117","Application Data"
"189","37.918443","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3201","0","57156  >  63834 [ACK] Seq=3201 Ack=3430 Win=130944 Len=0 TSval=805260362 TSecr=1649088662"
"197","39.928312","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3201","85","Application Data"
"203","40.216570","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3430","0","63834  >  57156 [ACK] Seq=3430 Ack=3286 Win=130944 Len=0 TSval=1649090920 TSecr=805262370"
"204","40.222735","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3430","117","Application Data"
"205","40.222787","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3286","0","57156  >  63834 [ACK] Seq=3286 Ack=3547 Win=130944 Len=0 TSval=805262664 TSecr=1649090930"
"259","42.233756","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3286","85","Application Data"
"261","42.444130","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3547","0","63834  >  57156 [ACK] Seq=3547 Ack=3371 Win=130944 Len=0 TSval=1649093266 TSecr=805264668"
"262","42.449606","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3547","117","Application Data"
"263","42.449662","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3371","0","57156  >  63834 [ACK] Seq=3371 Ack=3664 Win=130944 Len=0 TSval=805264883 TSecr=1649093276"
"275","44.457958","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3371","85","Application Data"
"276","44.580517","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3664","0","63834  >  57156 [ACK] Seq=3664 Ack=3456 Win=130944 Len=0 TSval=1649095400 TSecr=805266891"
"277","44.586047","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3664","117","Application Data"
"278","44.586104","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3456","0","57156  >  63834 [ACK] Seq=3456 Ack=3781 Win=130944 Len=0 TSval=805267018 TSecr=1649095410"
"282","46.599260","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3456","85","Application Data"
"284","47.205805","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","171","3456","85","[TCP Retransmission] 57156  >  63834 [PSH, ACK] Seq=3456 Ack=3781 Win=131072 Len=85 TSval=805269634 TSecr=1649095410"
"285","47.224556","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3781","0","63834  >  57156 [ACK] Seq=3781 Ack=3541 Win=130944 Len=0 TSval=1649097542 TSecr=805269029"
"286","47.240569","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3781","117","Application Data"
"287","47.240572","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","203","3781","117","[TCP Retransmission] 63834  >  57156 [PSH, ACK] Seq=3781 Ack=3541 Win=131072 Len=117 TSval=1649097921 TSecr=805269029"
"288","47.240612","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3541","0","57156  >  63834 [ACK] Seq=3541 Ack=3898 Win=130944 Len=0 TSval=805269668 TSecr=1649097553"
"289","47.240663","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","3541","0","[TCP Dup ACK 288#1] 57156  >  63834 [ACK] Seq=3541 Ack=3898 Win=130944 Len=0 TSval=805269668 TSecr=1649097921 SLE=3781 SRE=3898"
"290","47.257677","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","98","3898","0","[TCP Dup ACK 285#1] 63834  >  57156 [ACK] Seq=3898 Ack=3541 Win=131072 Len=0 TSval=1649098079 TSecr=805269634 SLE=3456 SRE=3541"
"292","49.254130","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3541","85","Application Data"
"293","49.448028","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3898","0","63834  >  57156 [ACK] Seq=3898 Ack=3626 Win=130944 Len=0 TSval=1649100232 TSecr=805271681"
"294","49.476998","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3898","117","Application Data"
"295","49.477054","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3626","0","57156  >  63834 [ACK] Seq=3626 Ack=4015 Win=130944 Len=0 TSval=805271902 TSecr=1649100243"
"296","51.490267","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3626","85","Application Data"
"297","51.706102","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4015","0","63834  >  57156 [ACK] Seq=4015 Ack=3711 Win=130944 Len=0 TSval=1649102509 TSecr=805273914"
"298","51.737758","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","4015","117","Application Data"
"299","51.737815","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3711","0","57156  >  63834 [ACK] Seq=3711 Ack=4132 Win=130944 Len=0 TSval=805274160 TSecr=1649102518"
"300","51.746424","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3711","85","Application Data"
"301","51.849883","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4132","0","63834  >  57156 [ACK] Seq=4132 Ack=3796 Win=130944 Len=0 TSval=1649102645 TSecr=805274168"
"302","51.857779","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","171","4132","85","Application Data"
"303","51.857837","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3796","0","57156  >  63834 [ACK] Seq=3796 Ack=4217 Win=130944 Len=0 TSval=805274278 TSecr=1649102654"
"304","51.864336","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3796","85","Application Data"
"305","51.917118","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4217","0","63834  >  57156 [ACK] Seq=4217 Ack=3881 Win=130944 Len=0 TSval=1649102734 TSecr=805274284"
"306","51.933239","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","171","4217","85","Application Data"
"307","51.933299","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3881","0","57156  >  63834 [ACK] Seq=3881 Ack=4302 Win=130944 Len=0 TSval=805274352 TSecr=1649102742"
"308","51.965312","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","155","3881","69","Encrypted Alert"
"309","51.966668","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3950","0","57156  >  63834 [FIN, ACK] Seq=3950 Ack=4302 Win=131072 Len=0 TSval=805274384 TSecr=1649102742"
"310","52.032769","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4302","0","63834  >  57156 [ACK] Seq=4302 Ack=3950 Win=130944 Len=0 TSval=1649102850 TSecr=805274383"
"311","52.037310","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4302","0","63834  >  57156 [ACK] Seq=4302 Ack=3951 Win=130944 Len=0 TSval=1649102865 TSecr=805274384"
"326","57.142537","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","155","4302","69","Encrypted Alert"
"327","57.142650","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","74","3951","0","57156  >  63834 [RST] Seq=3951 Win=0 Len=0"
"328","57.157878","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4371","0","63834  >  57156 [FIN, ACK] Seq=4371 Ack=3951 Win=130944 Len=0 TSval=1649107749 TSecr=805274384"
"329","57.157881","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","74","4372","0","63834  >  57156 [RST, ACK] Seq=4372 Ack=3951 Win=130944 Len=0"
"330","57.157924","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","74","3951","0","57156  >  63834 [RST] Seq=3951 Win=0 Len=0"
"342","62.043664","fe80::4e9:7ecb:78c2:fe8e","ff02::1","UDP","72","","","54412  >  15118 Len=10"
"343","62.301406","fe80::4e9:7ecb:78c2:fe8e","ff02::1","UDP","72","","","54412  >  15118 Len=10"
"344","62.395543","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","UDP","90","","","15118  >  54412 Len=28"
"345","62.403215","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","UDP","90","","","15118  >  54412 Len=28"
"347","63.488450","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","0","0","57157  >  63834 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1440 WS=64 TSval=805285900 TSecr=0 SACK_PERM=1"
