"No.","Time","Source","Destination","Protocol","Length","Sequence Number","TCP Segment Len","Info"
"373","27.799614","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","522","0","56969  >  56585 [ACK] Seq=522 Ack=1919 Win=130944 Len=0 TSval=801293612 TSecr=2868925334"
"374","27.814183","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","522","85","Application Data"
"375","27.818678","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","1919","0","56585  >  56969 [ACK] Seq=1919 Ack=607 Win=130944 Len=0 TSval=2868925352 TSecr=801293626"
"376","27.833902","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","251","1919","165","Application Data"
"377","27.833990","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","607","0","56969  >  56585 [ACK] Seq=607 Ack=2084 Win=130880 Len=0 TSval=801293645 TSecr=2868925366"
"379","27.963257","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","607","85","Application Data"
"380","28.109929","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2084","0","56585  >  56969 [ACK] Seq=2084 Ack=692 Win=130944 Len=0 TSval=2868925645 TSecr=801293774"
"381","28.121894","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","171","2084","85","Application Data"
"382","28.121999","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","692","0","56969  >  56585 [ACK] Seq=692 Ack=2169 Win=130944 Len=0 TSval=801293931 TSecr=2868925657"
"383","28.460330","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","1514","692","1428","56969  >  56585 [ACK] Seq=692 Ack=2169 Win=131072 Len=1428 TSval=801294269 TSecr=2868925657 [TCP segment of a reassembled PDU]"
"384","28.460331","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","183","2120","97","Application Data"
"385","28.577090","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2169","0","56585  >  56969 [ACK] Seq=2169 Ack=2120 Win=129600 Len=0 TSval=2868926109 TSecr=801294269"
"386","28.579091","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2169","0","56585  >  56969 [ACK] Seq=2169 Ack=2217 Win=129536 Len=0 TSval=2868926109 TSecr=801294269"
"387","28.658058","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","187","2169","101","Application Data"
"388","28.658144","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","2217","0","56969  >  56585 [ACK] Seq=2217 Ack=2270 Win=130944 Len=0 TSval=801294464 TSecr=2868926194"
"389","28.830788","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","459","2217","373","Application Data"
"390","28.833708","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2270","0","56585  >  56969 [ACK] Seq=2270 Ack=2590 Win=130688 Len=0 TSval=2868926369 TSecr=801294636"
"391","28.874961","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","171","2270","85","Application Data"
"392","28.875079","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","2590","0","56969  >  56585 [ACK] Seq=2590 Ack=2355 Win=130944 Len=0 TSval=801294680 TSecr=2868926396"
"393","28.899277","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","187","2590","101","Application Data"
"394","28.902306","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2355","0","56585  >  56969 [ACK] Seq=2355 Ack=2691 Win=130944 Len=0 TSval=2868926438 TSecr=801294704"
"395","29.182672","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","491","2355","405","Application Data"
"396","29.182747","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","2691","0","56969  >  56585 [ACK] Seq=2691 Ack=2760 Win=130624 Len=0 TSval=801294987 TSecr=2868926468"
"397","29.183159","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","491","2355","405","[TCP Spurious Retransmission] 56585  >  56969 [PSH, ACK] Seq=2355 Ack=2691 Win=131072 Len=405 TSval=2868926583 TSecr=801294704"
"398","29.183220","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","2691","0","[TCP Window Update] 56969  >  56585 [ACK] Seq=2691 Ack=2760 Win=131072 Len=0 TSval=801294987 TSecr=2868926583 SLE=2355 SRE=2760"
"401","29.311822","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2691","85","Application Data"
"402","29.324708","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2760","0","56585  >  56969 [ACK] Seq=2760 Ack=2776 Win=130944 Len=0 TSval=2868926859 TSecr=801295116"
"403","29.336592","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","171","2760","85","Application Data"
"404","29.336694","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","2776","0","56969  >  56585 [ACK] Seq=2776 Ack=2845 Win=130944 Len=0 TSval=801295139 TSecr=2868926871"
"405","29.345238","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2776","85","Application Data"
"406","29.349986","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2845","0","56585  >  56969 [ACK] Seq=2845 Ack=2861 Win=130944 Len=0 TSval=2868926885 TSecr=801295147"
"407","29.359340","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","2845","117","Application Data"
"408","29.359440","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","2861","0","56969  >  56585 [ACK] Seq=2861 Ack=2962 Win=130944 Len=0 TSval=801295160 TSecr=2868926891"
"410","31.383071","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2861","85","Application Data"
"411","31.386295","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2962","0","56585  >  56969 [ACK] Seq=2962 Ack=2946 Win=130944 Len=0 TSval=2868928922 TSecr=801297183"
"412","31.397898","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","2962","117","Application Data"
"413","31.397970","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","2946","0","56969  >  56585 [ACK] Seq=2946 Ack=3079 Win=130944 Len=0 TSval=801297196 TSecr=2868928934"
"415","33.418839","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2946","85","Application Data"
"416","33.438995","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3079","0","56585  >  56969 [ACK] Seq=3079 Ack=3031 Win=130944 Len=0 TSval=2868930975 TSecr=801299216"
"417","33.450964","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3079","117","Application Data"
"418","33.451073","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3031","0","56969  >  56585 [ACK] Seq=3031 Ack=3196 Win=130944 Len=0 TSval=801299247 TSecr=2868930985"
"460","35.465125","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3031","85","Application Data"
"461","35.536169","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3196","0","56585  >  56969 [ACK] Seq=3196 Ack=3116 Win=130944 Len=0 TSval=2868933072 TSecr=801301258"
"462","35.547006","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3196","117","Application Data"
"463","35.547085","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3116","0","56969  >  56585 [ACK] Seq=3116 Ack=3313 Win=130944 Len=0 TSval=801301339 TSecr=2868933082"
"471","37.559715","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3116","85","Application Data"
"472","37.566365","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3313","0","56585  >  56969 [ACK] Seq=3313 Ack=3201 Win=130944 Len=0 TSval=2868935101 TSecr=801303351"
"473","37.578833","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3313","117","Application Data"
"474","37.578912","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3201","0","56969  >  56585 [ACK] Seq=3201 Ack=3430 Win=130944 Len=0 TSval=801303368 TSecr=2868935111"
"478","39.590176","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3201","85","Application Data"
"479","39.650988","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3430","0","56585  >  56969 [ACK] Seq=3430 Ack=3286 Win=130944 Len=0 TSval=2868937188 TSecr=801305379"
"480","39.657296","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3430","117","Application Data"
"481","39.657354","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3286","0","56969  >  56585 [ACK] Seq=3286 Ack=3547 Win=130944 Len=0 TSval=801305445 TSecr=2868937193"
"483","41.665054","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3286","85","Application Data"
"484","41.785418","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3547","0","56585  >  56969 [ACK] Seq=3547 Ack=3371 Win=130944 Len=0 TSval=2868939321 TSecr=801307451"
"485","41.797119","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3547","117","Application Data"
"486","41.797219","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3371","0","56969  >  56585 [ACK] Seq=3371 Ack=3664 Win=130944 Len=0 TSval=801307582 TSecr=2868939331"
"490","43.808477","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3371","85","Application Data"
"492","44.234822","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3664","0","56585  >  56969 [ACK] Seq=3664 Ack=3456 Win=130944 Len=0 TSval=2868941582 TSecr=801309592"
"493","44.235269","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3664","117","Application Data"
"494","44.235272","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","203","3664","117","[TCP Retransmission] 56585  >  56969 [PSH, ACK] Seq=3664 Ack=3456 Win=131072 Len=117 TSval=2868941703 TSecr=801309592"
"495","44.235324","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3456","0","56969  >  56585 [ACK] Seq=3456 Ack=3781 Win=130944 Len=0 TSval=801310018 TSecr=2868941592"
"496","44.235393","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","3456","0","[TCP Dup ACK 495#1] 56969  >  56585 [ACK] Seq=3456 Ack=3781 Win=130944 Len=0 TSval=801310018 TSecr=2868941703 SLE=3664 SRE=3781"
"509","46.245595","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3456","85","Application Data"
"512","47.136450","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","171","3456","85","[TCP Retransmission] 56969  >  56585 [PSH, ACK] Seq=3456 Ack=3781 Win=131072 Len=85 TSval=801312915 TSecr=2868941703"
"514","47.615930","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3781","0","56585  >  56969 [ACK] Seq=3781 Ack=3541 Win=130944 Len=0 TSval=2868944963 TSecr=801312915"
"515","47.615933","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3781","117","Application Data"
"516","47.616015","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3541","0","56969  >  56585 [ACK] Seq=3541 Ack=3898 Win=130944 Len=0 TSval=801313394 TSecr=2868944971"
"517","47.618105","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","203","3781","117","[TCP Spurious Retransmission] 56585  >  56969 [PSH, ACK] Seq=3781 Ack=3541 Win=131072 Len=117 TSval=2868945126 TSecr=801312915"
"518","47.618191","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","3541","0","[TCP Window Update] 56969  >  56585 [ACK] Seq=3541 Ack=3898 Win=131072 Len=0 TSval=801313396 TSecr=2868945126 SLE=3781 SRE=3898"
"526","49.630642","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3541","85","Application Data"
"527","49.666785","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3898","0","56585  >  56969 [ACK] Seq=3898 Ack=3626 Win=130944 Len=0 TSval=2868947203 TSecr=801315407"
"528","49.691150","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3898","117","Application Data"
"529","49.691342","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3626","0","56969  >  56585 [ACK] Seq=3626 Ack=4015 Win=130944 Len=0 TSval=801315467 TSecr=2868947207"
"533","51.713310","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3626","85","Application Data"
"536","52.784414","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","171","3626","85","[TCP Retransmission] 56969  >  56585 [PSH, ACK] Seq=3626 Ack=4015 Win=131072 Len=85 TSval=801318559 TSecr=2868947207"
"537","52.973351","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4015","0","56585  >  56969 [ACK] Seq=4015 Ack=3711 Win=130944 Len=0 TSval=2868950482 TSecr=801318559"
"538","52.974128","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","4015","117","Application Data"
"539","52.974194","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3711","0","56969  >  56585 [ACK] Seq=3711 Ack=4132 Win=130944 Len=0 TSval=801318748 TSecr=2868950491"
"540","52.982336","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3711","85","Application Data"
"541","52.984784","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4132","0","56585  >  56969 [ACK] Seq=4132 Ack=3796 Win=130944 Len=0 TSval=2868950522 TSecr=801318756"
"542","52.993534","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","171","4132","85","Application Data"
"543","52.993599","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3796","0","56969  >  56585 [ACK] Seq=3796 Ack=4217 Win=130944 Len=0 TSval=801318766 TSecr=2868950531"
"544","53.000364","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3796","85","Application Data"
"545","53.003511","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4217","0","56585  >  56969 [ACK] Seq=4217 Ack=3881 Win=130944 Len=0 TSval=2868950541 TSecr=801318772"
"546","53.012572","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","171","4217","85","Application Data"
"547","53.012687","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3881","0","56969  >  56585 [ACK] Seq=3881 Ack=4302 Win=130944 Len=0 TSval=801318784 TSecr=2868950546"
"548","53.052897","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","155","3881","69","Encrypted Alert"
"549","53.054250","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3950","0","56969  >  56585 [FIN, ACK] Seq=3950 Ack=4302 Win=131072 Len=0 TSval=801318824 TSecr=2868950546"
"550","53.451086","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4302","0","56585  >  56969 [ACK] Seq=4302 Ack=3950 Win=130944 Len=0 TSval=2868950812 TSecr=801318823"
"551","53.451594","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4302","0","56585  >  56969 [ACK] Seq=4302 Ack=3951 Win=130944 Len=0 TSval=2868950812 TSecr=801318824"
"562","58.058541","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","155","4302","69","Encrypted Alert"
"563","58.058644","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","74","3951","0","56969  >  56585 [RST] Seq=3951 Win=0 Len=0"
"564","58.059359","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4371","0","56585  >  56969 [FIN, ACK] Seq=4371 Ack=3951 Win=130944 Len=0 TSval=2868955556 TSecr=801318824"
"565","58.059361","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","74","4372","0","56585  >  56969 [RST, ACK] Seq=4372 Ack=3951 Win=130944 Len=0"
"566","58.059398","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","74","3951","0","56969  >  56585 [RST] Seq=3951 Win=0 Len=0"
"595","63.213504","fe80::4e9:7ecb:78c2:fe8e","ff02::1","UDP","72","","","52236  >  15118 Len=10"
"597","63.471726","fe80::4e9:7ecb:78c2:fe8e","ff02::1","UDP","72","","","52236  >  15118 Len=10"
"600","63.724334","fe80::4e9:7ecb:78c2:fe8e","ff02::1","UDP","72","","","52236  >  15118 Len=10"
"601","63.928589","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","UDP","90","","","15118  >  52236 Len=28"
"606","65.003427","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","0","0","56970  >  56585 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1440 WS=64 TSval=801330767 TSecr=0 SACK_PERM=1"
"608","65.431491","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","98","0","0","56585  >  56970 [SYN, ACK, ECN] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=2600584774 TSecr=801330767 SACK_PERM=1"
"609","65.431668","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","1","0","56970  >  56585 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=801331195 TSecr=2600584774"
"610","65.431867","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","98","0","0","[TCP Out-Of-Order] 56585  >  56970 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=2600584875 TSecr=801330767 SACK_PERM=1"
"611","65.431923","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","1","0","[TCP Dup ACK 609#1] 56970  >  56585 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=801331195 TSecr=2600584774"
"612","65.439935","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","1","0","[TCP Window Update] 56585  >  56970 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=2600584982 TSecr=801331195"
