"No.","Time","Source","Destination","Protocol","Length","Sequence Number","TCP Segment Len","Info"
"1037","18.187066","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3079","0","64036  >  57647 [ACK] Seq=3079 Ack=3031 Win=130944 Len=0 TSval=3800877857 TSecr=3327982088"
"1038","18.195331","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3079","117","Application Data"
"1039","18.195441","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3031","0","57647  >  64036 [ACK] Seq=3031 Ack=3196 Win=130944 Len=0 TSval=3327982217 TSecr=3800877866"
"1055","20.211588","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3031","85","Application Data"
"1056","20.337884","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3196","0","64036  >  57647 [ACK] Seq=3196 Ack=3116 Win=130944 Len=0 TSval=3800880008 TSecr=3327984233"
"1057","20.348452","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3196","117","Application Data"
"1058","20.348560","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3116","0","57647  >  64036 [ACK] Seq=3116 Ack=3313 Win=130944 Len=0 TSval=3327984370 TSecr=3800880019"
"1070","22.358772","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3116","85","Application Data"
"1071","22.385903","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3313","0","64036  >  57647 [ACK] Seq=3313 Ack=3201 Win=130944 Len=0 TSval=3800882056 TSecr=3327986380"
"1072","22.397705","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3313","117","Application Data"
"1073","22.397774","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3201","0","57647  >  64036 [ACK] Seq=3201 Ack=3430 Win=130944 Len=0 TSval=3327986419 TSecr=3800882066"
"1101","24.415914","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3201","85","Application Data"
"1102","24.536435","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3430","0","64036  >  57647 [ACK] Seq=3430 Ack=3286 Win=130944 Len=0 TSval=3800884207 TSecr=3327988438"
"1103","24.548349","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3430","117","Application Data"
"1104","24.548461","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3286","0","57647  >  64036 [ACK] Seq=3286 Ack=3547 Win=130944 Len=0 TSval=3327988570 TSecr=3800884217"
"1136","26.564891","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3286","85","Application Data"
"1139","26.694407","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3547","0","64036  >  57647 [ACK] Seq=3547 Ack=3371 Win=130944 Len=0 TSval=3800886365 TSecr=3327990586"
"1140","26.704505","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3547","117","Application Data"
"1141","26.704570","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3371","0","57647  >  64036 [ACK] Seq=3371 Ack=3664 Win=130944 Len=0 TSval=3327990726 TSecr=3800886375"
"1154","28.718178","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3371","85","Application Data"
"1155","28.839048","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3664","0","64036  >  57647 [ACK] Seq=3664 Ack=3456 Win=130944 Len=0 TSval=3800888509 TSecr=3327992739"
"1156","28.849207","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3664","117","Application Data"
"1157","28.849307","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3456","0","57647  >  64036 [ACK] Seq=3456 Ack=3781 Win=130944 Len=0 TSval=3327992871 TSecr=3800888519"
"1182","30.865808","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3456","85","Application Data"
"1183","30.987905","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3781","0","64036  >  57647 [ACK] Seq=3781 Ack=3541 Win=130944 Len=0 TSval=3800890658 TSecr=3327994887"
"1184","30.999562","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3781","117","Application Data"
"1185","30.999673","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3541","0","57647  >  64036 [ACK] Seq=3541 Ack=3898 Win=130944 Len=0 TSval=3327995021 TSecr=3800890668"
"1199","33.013052","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3541","85","Application Data"
"1200","33.034878","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3898","0","64036  >  57647 [ACK] Seq=3898 Ack=3626 Win=130944 Len=0 TSval=3800892706 TSecr=3327997034"
"1201","33.044566","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3898","117","Application Data"
"1202","33.044713","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3626","0","57647  >  64036 [ACK] Seq=3626 Ack=4015 Win=130944 Len=0 TSval=3327997066 TSecr=3800892716"
"1219","35.059882","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3626","85","Application Data"
"1220","35.082972","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","4015","0","64036  >  57647 [ACK] Seq=4015 Ack=3711 Win=130944 Len=0 TSval=3800894755 TSecr=3327999081"
"1221","35.092307","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","4015","117","Application Data"
"1222","35.092554","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3711","0","57647  >  64036 [ACK] Seq=3711 Ack=4132 Win=130944 Len=0 TSval=3327999114 TSecr=3800894764"
"1223","35.106910","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3711","85","Application Data"
"1225","35.110393","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","4132","0","64036  >  57647 [ACK] Seq=4132 Ack=3796 Win=130944 Len=0 TSval=3800894782 TSecr=3327999128"
"1227","35.119162","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","171","4132","85","Application Data"
"1228","35.119234","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3796","0","57647  >  64036 [ACK] Seq=3796 Ack=4217 Win=130944 Len=0 TSval=3327999141 TSecr=3800894791"
"1229","35.125100","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3796","85","Application Data"
"1230","35.127902","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","4217","0","64036  >  57647 [ACK] Seq=4217 Ack=3881 Win=130944 Len=0 TSval=3800894800 TSecr=3327999147"
"1231","35.134352","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","171","4217","85","Application Data"
"1232","35.134464","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3881","0","57647  >  64036 [ACK] Seq=3881 Ack=4302 Win=130944 Len=0 TSval=3327999156 TSecr=3800894806"
"1233","35.160648","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","155","3881","69","Encrypted Alert"
"1234","35.161095","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3950","0","57647  >  64036 [FIN, ACK] Seq=3950 Ack=4302 Win=131072 Len=0 TSval=3327999182 TSecr=3800894806"
"1235","35.163659","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","4302","0","64036  >  57647 [ACK] Seq=4302 Ack=3950 Win=130944 Len=0 TSval=3800894836 TSecr=3327999182"
"1236","35.163768","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","4302","0","64036  >  57647 [ACK] Seq=4302 Ack=3951 Win=130944 Len=0 TSval=3800894836 TSecr=3327999182"
"1298","40.149471","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","155","4302","69","Encrypted Alert"
"1299","40.149472","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","4371","0","64036  >  57647 [FIN, ACK] Seq=4371 Ack=3951 Win=130944 Len=0 TSval=3800899815 TSecr=3327999182"
"1300","40.149657","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","74","3951","0","57647  >  64036 [RST] Seq=3951 Win=0 Len=0"
"1301","40.149828","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","74","4372","0","64036  >  57647 [RST, ACK] Seq=4372 Ack=3951 Win=130944 Len=0"
"1302","40.149961","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","74","3951","0","57647  >  64036 [RST] Seq=3951 Win=0 Len=0"
"1311","41.667564","fe80::14d5:83a5:43c7:5ce8","ff02::1","UDP","72","","","53914  >  15118 Len=10"
"1312","41.741642","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","UDP","90","","","15118  >  53914 Len=28"
"1317","42.316920","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","98","0","0","57648  >  64036 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=64 TSval=1973891903 TSecr=0 SACK_PERM=1"
"1318","42.353447","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","98","0","0","64036  >  57648 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=2951644709 TSecr=1973891903 SACK_PERM=1"
"1319","42.353516","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","1","0","57648  >  64036 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=1973891940 TSecr=2951644709"
"1320","42.357725","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1","0","[TCP Window Update] 64036  >  57648 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=2951644714 TSecr=1973891940"
"1321","42.389180","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","288","1","202","Client Hello"
"1322","42.391603","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1","0","64036  >  57648 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=2951644748 TSecr=1973891975"
"1323","42.400305","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","176","1","90","Server Hello"
"1324","42.400363","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","203","0","57648  >  64036 [ACK] Seq=203 Ack=91 Win=131264 Len=0 TSval=1973891987 TSecr=2951644756"
"1325","42.401358","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","1514","91","1428","64036  >  57648 [ACK] Seq=91 Ack=203 Win=131136 Len=1428 TSval=2951644756 TSecr=1973891975 [TCP segment of a reassembled PDU]"
"1326","42.401359","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","96","1519","10","Certificate"
"1327","42.401418","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","203","0","57648  >  64036 [ACK] Seq=203 Ack=1529 Win=129792 Len=0 TSval=1973891988 TSecr=2951644756"
"1328","42.404326","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","215","1529","129","Server Key Exchange, Server Hello Done"
"1329","42.404404","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","203","0","57648  >  64036 [ACK] Seq=203 Ack=1658 Win=130880 Len=0 TSval=1973891990 TSecr=2951644760"
"1330","42.454878","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","128","203","42","Client Key Exchange"
"1331","42.460092","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1658","0","64036  >  57648 [ACK] Seq=1658 Ack=245 Win=131072 Len=0 TSval=2951644816 TSecr=1973892041"
"1332","42.463856","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","92","245","6","Change Cipher Spec"
"1333","42.468550","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1658","0","64036  >  57648 [ACK] Seq=1658 Ack=251 Win=131072 Len=0 TSval=2951644823 TSecr=1973892050"
"1334","42.468601","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","251","85","Encrypted Handshake Message"
"1335","42.470977","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1658","0","64036  >  57648 [ACK] Seq=1658 Ack=336 Win=131008 Len=0 TSval=2951644827 TSecr=1973892055"
"1336","42.471807","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","92","1658","6","Change Cipher Spec"
"1337","42.471838","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","336","0","57648  >  64036 [ACK] Seq=336 Ack=1664 Win=131008 Len=0 TSval=1973892057 TSecr=2951644827"
"1338","42.474284","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","171","1664","85","Encrypted Handshake Message"
"1339","42.474331","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","336","0","57648  >  64036 [ACK] Seq=336 Ack=1749 Win=130944 Len=0 TSval=1973892061 TSecr=2951644830"
"1340","42.524517","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","187","336","101","Application Data"
"1341","42.527534","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1749","0","64036  >  57648 [ACK] Seq=1749 Ack=437 Win=130944 Len=0 TSval=2951644884 TSecr=1973892111"
"1343","42.539032","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","155","1749","69","Application Data"
"1344","42.539091","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","437","0","57648  >  64036 [ACK] Seq=437 Ack=1818 Win=130944 Len=0 TSval=1973892125 TSecr=2951644895"
