"No.","Time","Source","Destination","Protocol","Length","Sequence Number","TCP Segment Len","Info"
"133","14.985101","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","203","0","56494  >  55033 [ACK] Seq=203 Ack=91 Win=131264 Len=0 TSval=3791922417 TSecr=3807936776"
"134","14.985128","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","203","0","56494  >  55033 [ACK] Seq=203 Ack=1529 Win=129792 Len=0 TSval=3791922417 TSecr=3807936776"
"135","14.996066","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","205","1529","119","Server Key Exchange"
"136","14.996127","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","203","0","56494  >  55033 [ACK] Seq=203 Ack=1648 Win=130944 Len=0 TSval=3791922428 TSecr=3807936790"
"137","15.010090","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","95","1648","9","Server Hello Done"
"138","15.010162","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","203","0","56494  >  55033 [ACK] Seq=203 Ack=1657 Win=130944 Len=0 TSval=3791922442 TSecr=3807936801"
"139","15.053884","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","128","203","42","Client Key Exchange"
"140","15.072236","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1657","0","55033  >  56494 [ACK] Seq=1657 Ack=245 Win=131072 Len=0 TSval=3807936863 TSecr=3791922486"
"141","15.072296","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","177","245","91","Change Cipher Spec, Encrypted Handshake Message"
"142","15.082133","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1657","0","55033  >  56494 [ACK] Seq=1657 Ack=336 Win=131008 Len=0 TSval=3807936874 TSecr=3791922504"
"143","15.099971","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","92","1657","6","Change Cipher Spec"
"144","15.100044","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","336","0","56494  >  55033 [ACK] Seq=336 Ack=1663 Win=131008 Len=0 TSval=3791922532 TSecr=3807936891"
"145","15.119660","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","171","1663","85","Encrypted Handshake Message"
"146","15.119747","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","336","0","56494  >  55033 [ACK] Seq=336 Ack=1748 Win=130944 Len=0 TSval=3791922551 TSecr=3807936905"
"147","15.193262","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","187","336","101","Application Data"
"148","15.202396","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1748","0","55033  >  56494 [ACK] Seq=1748 Ack=437 Win=130944 Len=0 TSval=3807936996 TSecr=3791922625"
"151","15.311269","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","155","1748","69","Application Data"
"152","15.311343","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","437","0","56494  >  55033 [ACK] Seq=437 Ack=1817 Win=130944 Len=0 TSval=3791922743 TSecr=3807937097"
"160","15.472655","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","437","85","Application Data"
"161","15.480440","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1817","0","55033  >  56494 [ACK] Seq=1817 Ack=522 Win=130944 Len=0 TSval=3807937274 TSecr=3791922904"
"162","15.496974","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","187","1817","101","Application Data"
"163","15.497048","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","522","0","56494  >  55033 [ACK] Seq=522 Ack=1918 Win=130944 Len=0 TSval=3791922929 TSecr=3807937288"
"164","15.512115","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","522","85","Application Data"
"165","15.519189","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1918","0","55033  >  56494 [ACK] Seq=1918 Ack=607 Win=130944 Len=0 TSval=3807937312 TSecr=3791922944"
"166","15.535569","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","251","1918","165","Application Data"
"167","15.535645","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","607","0","56494  >  55033 [ACK] Seq=607 Ack=2083 Win=130880 Len=0 TSval=3791922967 TSecr=3807937327"
"184","16.202245","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","607","85","Application Data"
"190","16.331248","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","2083","0","55033  >  56494 [ACK] Seq=2083 Ack=692 Win=130944 Len=0 TSval=3807938099 TSecr=3791923634"
"191","16.331248","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","171","2083","85","Application Data"
"193","16.331326","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","692","0","56494  >  55033 [ACK] Seq=692 Ack=2168 Win=130944 Len=0 TSval=3791923763 TSecr=3807938112"
"217","16.535071","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","1514","692","1428","56494  >  55033 [ACK] Seq=692 Ack=2168 Win=131072 Len=1428 TSval=3791923967 TSecr=3807938112 [TCP segment of a reassembled PDU]"
"218","16.535155","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","183","2120","97","Application Data"
"220","16.627357","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","2168","0","55033  >  56494 [ACK] Seq=2168 Ack=2217 Win=129536 Len=0 TSval=3807938405 TSecr=3791923967"
"221","16.701734","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","187","2168","101","Application Data"
"222","16.701837","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","2217","0","56494  >  55033 [ACK] Seq=2217 Ack=2269 Win=130944 Len=0 TSval=3791924133 TSecr=3807938466"
"225","16.814188","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","459","2217","373","Application Data"
"226","16.830612","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","2269","0","55033  >  56494 [ACK] Seq=2269 Ack=2590 Win=130688 Len=0 TSval=3807938617 TSecr=3791924246"
"227","16.857827","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","171","2269","85","Application Data"
"228","16.857940","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","2590","0","56494  >  55033 [ACK] Seq=2590 Ack=2354 Win=130944 Len=0 TSval=3791924290 TSecr=3807938642"
"229","16.871466","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","187","2590","101","Application Data"
"230","16.893782","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","2354","0","55033  >  56494 [ACK] Seq=2354 Ack=2691 Win=130944 Len=0 TSval=3807938673 TSecr=3791924303"
"232","16.923864","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","491","2354","405","Application Data"
"233","16.924156","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","2691","0","56494  >  55033 [ACK] Seq=2691 Ack=2759 Win=130624 Len=0 TSval=3791924356 TSecr=3807938691"
"238","17.013524","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2691","85","Application Data"
"240","17.045187","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","2759","0","55033  >  56494 [ACK] Seq=2759 Ack=2776 Win=130944 Len=0 TSval=3807938835 TSecr=3791924445"
"241","17.071535","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","171","2759","85","Application Data"
"242","17.071635","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","2776","0","56494  >  55033 [ACK] Seq=2776 Ack=2844 Win=130944 Len=0 TSval=3791924503 TSecr=3807938849"
"243","17.080849","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2776","85","Application Data"
"244","17.123353","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","2844","0","55033  >  56494 [ACK] Seq=2844 Ack=2861 Win=130944 Len=0 TSval=3807938894 TSecr=3791924513"
"245","17.123354","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","2844","117","Application Data"
"246","17.123471","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","2861","0","56494  >  55033 [ACK] Seq=2861 Ack=2961 Win=130944 Len=0 TSval=3791924555 TSecr=3807938903"
"259","19.139774","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2861","85","Application Data"
"260","19.175356","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","2961","0","55033  >  56494 [ACK] Seq=2961 Ack=2946 Win=130944 Len=0 TSval=3807940941 TSecr=3791926571"
"261","19.175357","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","2961","117","Application Data"
"262","19.175457","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","2946","0","56494  >  55033 [ACK] Seq=2946 Ack=3078 Win=130944 Len=0 TSval=3791926607 TSecr=3807940947"
"313","21.190058","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2946","85","Application Data"
"314","21.226298","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3078","0","55033  >  56494 [ACK] Seq=3078 Ack=3031 Win=130944 Len=0 TSval=3807943012 TSecr=3791928622"
"315","21.226298","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3078","117","Application Data"
"316","21.226390","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3031","0","56494  >  55033 [ACK] Seq=3031 Ack=3195 Win=130944 Len=0 TSval=3791928658 TSecr=3807943017"
"331","23.239469","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3031","85","Application Data"
"333","23.385521","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3195","0","55033  >  56494 [ACK] Seq=3195 Ack=3116 Win=130944 Len=0 TSval=3807945165 TSecr=3791930671"
"334","23.385522","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3195","117","Application Data"
"336","23.385645","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3116","0","56494  >  55033 [ACK] Seq=3116 Ack=3312 Win=130944 Len=0 TSval=3791930817 TSecr=3807945174"
"378","25.401358","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3116","85","Application Data"
"381","25.539754","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3312","0","55033  >  56494 [ACK] Seq=3312 Ack=3201 Win=130944 Len=0 TSval=3807947324 TSecr=3791932833"
"382","25.550224","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3312","117","Application Data"
"383","25.550329","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3201","0","56494  >  55033 [ACK] Seq=3201 Ack=3429 Win=130944 Len=0 TSval=3791932982 TSecr=3807947335"
"489","27.568115","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3201","85","Application Data"
"497","27.695148","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3429","0","55033  >  56494 [ACK] Seq=3429 Ack=3286 Win=130944 Len=0 TSval=3807949464 TSecr=3791935000"
"498","27.695798","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3429","117","Application Data"
"500","27.695901","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3286","0","56494  >  55033 [ACK] Seq=3286 Ack=3546 Win=130944 Len=0 TSval=3791935127 TSecr=3807949475"
"626","29.713551","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3286","85","Application Data"
"633","29.825555","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3546","0","55033  >  56494 [ACK] Seq=3546 Ack=3371 Win=130944 Len=0 TSval=3807951617 TSecr=3791937145"
"638","29.846541","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3546","117","Application Data"
"640","29.846648","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3371","0","56494  >  55033 [ACK] Seq=3371 Ack=3663 Win=130944 Len=0 TSval=3791937278 TSecr=3807951627"
"760","31.861988","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3371","85","Application Data"
"771","31.989268","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3663","0","55033  >  56494 [ACK] Seq=3663 Ack=3456 Win=130944 Len=0 TSval=3807953766 TSecr=3791939294"
"772","31.989269","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3663","117","Application Data"
"775","31.989346","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3456","0","56494  >  55033 [ACK] Seq=3456 Ack=3780 Win=130944 Len=0 TSval=3791939421 TSecr=3807953776"
"799","34.002735","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3456","85","Application Data"
"800","34.130880","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3780","0","55033  >  56494 [ACK] Seq=3780 Ack=3541 Win=130944 Len=0 TSval=3807955918 TSecr=3791941435"
"801","34.142753","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3780","117","Application Data"
"802","34.142855","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3541","0","56494  >  55033 [ACK] Seq=3541 Ack=3897 Win=130944 Len=0 TSval=3791941575 TSecr=3807955923"
"811","36.155541","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3541","85","Application Data"
"812","36.284011","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3897","0","55033  >  56494 [ACK] Seq=3897 Ack=3626 Win=130944 Len=0 TSval=3807958067 TSecr=3791943587"
"813","36.284011","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3897","117","Application Data"
"814","36.284107","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3626","0","56494  >  55033 [ACK] Seq=3626 Ack=4014 Win=130944 Len=0 TSval=3791943716 TSecr=3807958076"
"895","38.294606","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3626","85","Application Data"
"897","38.425285","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","4014","0","55033  >  56494 [ACK] Seq=4014 Ack=3711 Win=130944 Len=0 TSval=3807960214 TSecr=3791945727"
"898","38.463513","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","4014","117","Application Data"
"899","38.463616","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3711","0","56494  >  55033 [ACK] Seq=3711 Ack=4131 Win=130944 Len=0 TSval=3791945896 TSecr=3807960223"
"900","38.473909","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3711","85","Application Data"
"902","38.500098","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","4131","0","55033  >  56494 [ACK] Seq=4131 Ack=3796 Win=130944 Len=0 TSval=3807960274 TSecr=3791945906"
"903","38.500099","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","171","4131","85","Application Data"
"904","38.500235","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3796","0","56494  >  55033 [ACK] Seq=3796 Ack=4216 Win=130944 Len=0 TSval=3791945932 TSecr=3807960281"
"905","38.509834","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3796","85","Application Data"
"907","38.527047","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","4216","0","55033  >  56494 [ACK] Seq=4216 Ack=3881 Win=130944 Len=0 TSval=3807960316 TSecr=3791945942"
"908","38.527047","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","171","4216","85","Application Data"
"909","38.527181","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3881","0","56494  >  55033 [ACK] Seq=3881 Ack=4301 Win=130944 Len=0 TSval=3791945959 TSecr=3807960320"
"910","38.555418","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","155","3881","69","Encrypted Alert"
"911","38.555961","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3950","0","56494  >  55033 [FIN, ACK] Seq=3950 Ack=4301 Win=131072 Len=0 TSval=3791945987 TSecr=3807960320"
"914","38.573030","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","4301","0","55033  >  56494 [ACK] Seq=4301 Ack=3950 Win=130944 Len=0 TSval=3807960357 TSecr=3791945987"
"915","38.573122","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","4301","0","55033  >  56494 [ACK] Seq=4301 Ack=3951 Win=130944 Len=0 TSval=3807960357 TSecr=3791945987"
"1019","43.646057","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","155","4301","69","Encrypted Alert"
"1020","43.646058","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","4370","0","55033  >  56494 [FIN, ACK] Seq=4370 Ack=3951 Win=130944 Len=0 TSval=3807965325 TSecr=3791945987"
"1021","43.646227","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","74","3951","0","56494  >  55033 [RST] Seq=3951 Win=0 Len=0"
"1022","43.646411","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","74","3951","0","56494  >  55033 [RST] Seq=3951 Win=0 Len=0"
"1023","43.646973","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","74","4371","0","55033  >  56494 [RST, ACK] Seq=4371 Ack=3951 Win=130944 Len=0"
"1034","45.188084","fe80::14d5:83a5:43c7:5ce8","ff02::1","UDP","72","","","59634  >  15118 Len=10"
"1035","45.300243","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","UDP","90","","","15118  >  59634 Len=28"
"1040","45.946465","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","98","0","0","56505  >  55033 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1440 WS=64 TSval=2881017583 TSecr=0 SACK_PERM=1"
"1041","46.047549","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","98","0","0","55033  >  56505 [SYN, ACK, ECN] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=2690900634 TSecr=2881017583 SACK_PERM=1"
"1042","46.047626","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","1","0","56505  >  55033 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=2881017685 TSecr=2690900634"
"1043","46.066819","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1","0","[TCP Window Update] 55033  >  56505 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=2690900672 TSecr=2881017685"
"1044","46.076257","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","288","1","202","Client Hello"
"1045","46.089206","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1","0","55033  >  56505 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=2690900696 TSecr=2881017713"
"1049","46.104161","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","176","1","90","Server Hello"
"1050","46.104223","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","203","0","56505  >  55033 [ACK] Seq=203 Ack=91 Win=131264 Len=0 TSval=2881017741 TSecr=2690900712"
"1051","46.104277","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","1514","91","1428","55033  >  56505 [ACK] Seq=91 Ack=203 Win=131136 Len=1428 TSval=2690900712 TSecr=2881017713 [TCP segment of a reassembled PDU]"
"1052","46.104278","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","96","1519","10","Certificate"
"1053","46.104315","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","203","0","56505  >  55033 [ACK] Seq=203 Ack=1529 Win=129792 Len=0 TSval=2881017741 TSecr=2690900712"
"1054","46.116069","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","216","1529","130","Server Key Exchange, Server Hello Done"
"1055","46.116173","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","203","0","56505  >  55033 [ACK] Seq=203 Ack=1659 Win=130880 Len=0 TSval=2881017753 TSecr=2690900725"
"1056","46.159730","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","128","203","42","Client Key Exchange"
"1057","46.178489","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1659","0","55033  >  56505 [ACK] Seq=1659 Ack=245 Win=131072 Len=0 TSval=2690900778 TSecr=2881017797"
"1058","46.178558","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","177","245","91","Change Cipher Spec, Encrypted Handshake Message"
"1059","46.207182","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1659","0","55033  >  56505 [ACK] Seq=1659 Ack=336 Win=131008 Len=0 TSval=2690900797 TSecr=2881017816"
"1060","46.207183","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","92","1659","6","Change Cipher Spec"
"1061","46.207260","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","336","0","56505  >  55033 [ACK] Seq=336 Ack=1665 Win=131008 Len=0 TSval=2881017844 TSecr=2690900797"
"1062","46.220430","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","171","1665","85","Encrypted Handshake Message"
"1063","46.220496","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","336","0","56505  >  55033 [ACK] Seq=336 Ack=1750 Win=130944 Len=0 TSval=2881017858 TSecr=2690900834"
"1064","46.272529","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","187","336","101","Application Data"
"1065","46.307093","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1750","0","55033  >  56505 [ACK] Seq=1750 Ack=437 Win=130944 Len=0 TSval=2690900894 TSecr=2881017910"
"1066","46.312165","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","155","1750","69","Application Data"
"1067","46.312256","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","437","0","56505  >  55033 [ACK] Seq=437 Ack=1819 Win=130944 Len=0 TSval=2881017949 TSecr=2690900903"
