"No.","Time","Time Diff","Source address","Transmitter address","Receiver address","Destination address","Length","Sequence number","Data Length","Starting Sequence Number","Priority","Info"
"83531","18.521580","0.131817000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","243","1084","157","","Video (Video)","QoS Data, SN=1084, FN=0, Flags=.p.....TC"
"84098","18.646669","0.125089000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","243","1085","157","","Video (Video)","QoS Data, SN=1085, FN=0, Flags=.p.....TC"
"84103","18.647579","0.000910000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","243","1085","157","","Video (Video)","QoS Data, SN=1085, FN=0, Flags=.p..R..TC"
"84348","18.702972","0.055393000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1086","88","","Video (Video)","QoS Data, SN=1086, FN=0, Flags=.p.....TC"
"84363","18.707373","0.004401000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1086","88","","Video (Video)","QoS Data, SN=1086, FN=0, Flags=.p..R..TC"
"84525","18.730359","0.022986000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","275","1087","189","","Video (Video)","QoS Data, SN=1087, FN=0, Flags=.p.....TC"
"85049","18.827536","0.097177000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1088","88","","Video (Video)","QoS Data, SN=1088, FN=0, Flags=.p.....TC"
"85250","18.854096","0.026560000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","339","1089","253","","Video (Video)","QoS Data, SN=1089, FN=0, Flags=.p.....TC"
"85842","18.955293","0.101197000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1090","88","","Video (Video)","QoS Data, SN=1090, FN=0, Flags=.p.....TC"
"85947","18.971312","0.016019000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","1091","173","","Video (Video)","QoS Data, SN=1091, FN=0, Flags=.p.....TC"
"87226","19.145788","0.174476000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1092","88","","Video (Video)","QoS Data, SN=1092, FN=0, Flags=.p.....TC"
"87607","19.208727","0.062939000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","275","1093","189","","Video (Video)","QoS Data, SN=1093, FN=0, Flags=.p.....TC"
"88560","19.342813","0.134086000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1094","88","","Video (Video)","QoS Data, SN=1094, FN=0, Flags=.p.....TC"
"88784","19.378188","0.035375000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","1095","173","","Video (Video)","QoS Data, SN=1095, FN=0, Flags=.p.....TC"
"89403","19.476038","0.097850000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1096","88","","Video (Video)","QoS Data, SN=1096, FN=0, Flags=.p.....TC"
"89589","19.503685","0.027647000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","579","1097","493","","Video (Video)","QoS Data, SN=1097, FN=0, Flags=.p.....TC"
"90408","19.632245","0.128560000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1098","88","","Video (Video)","QoS Data, SN=1098, FN=0, Flags=.p.....TC"
"90453","19.640525","0.008280000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","1099","173","","Video (Video)","QoS Data, SN=1099, FN=0, Flags=.p.....TC"
"90685","19.688187","0.047662000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1100","88","","Video (Video)","QoS Data, SN=1100, FN=0, Flags=.p.....TC"
"90789","19.700403","0.012216000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","1101","205","","Video (Video)","QoS Data, SN=1101, FN=0, Flags=.p.....TC"
"103658","21.806810","2.106407000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1102","88","","Video (Video)","QoS Data, SN=1102, FN=0, Flags=.p.....TC"
"103660","21.806973","0.000163000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","1103","205","","Video (Video)","QoS Data, SN=1103, FN=0, Flags=.p.....TC"
"104751","21.973303","0.166330000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","501","88","","Voice (Voice)","QoS Data, SN=501, FN=0, Flags=.p.....TC"
"116483","23.933521","1.960218000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1104","88","","Video (Video)","QoS Data, SN=1104, FN=0, Flags=.p.....TC"
"116606","23.957785","0.024264000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","1105","205","","Video (Video)","QoS Data, SN=1105, FN=0, Flags=.p.....TC"
"130315","26.214096","2.256311000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1106","88","","Video (Video)","QoS Data, SN=1106, FN=0, Flags=.p.....TC"
"130373","26.223757","0.009661000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","1107","205","","Video (Video)","QoS Data, SN=1107, FN=0, Flags=.p.....TC"
"143826","28.473405","2.249648000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1108","88","","Video (Video)","QoS Data, SN=1108, FN=0, Flags=.p.....TC"
"144024","28.491075","0.017670000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","1109","205","","Video (Video)","QoS Data, SN=1109, FN=0, Flags=.p.....TC"
"157863","30.689109","2.198034000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1110","88","","Video (Video)","QoS Data, SN=1110, FN=0, Flags=.p.....TC"
"158075","30.717337","0.028228000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","1111","205","","Video (Video)","QoS Data, SN=1111, FN=0, Flags=.p.....TC"
"159244","30.916666","0.199329000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1112","88","","Video (Video)","QoS Data, SN=1112, FN=0, Flags=.p.....TC"
"159322","30.924474","0.007808000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","1113","173","","Video (Video)","QoS Data, SN=1113, FN=0, Flags=.p.....TC"
"159565","30.963185","0.038711000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1114","88","","Video (Video)","QoS Data, SN=1114, FN=0, Flags=.p.....TC"
"159605","30.975859","0.012674000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","1115","173","","Video (Video)","QoS Data, SN=1115, FN=0, Flags=.p.....TC"
"159809","31.019304","0.043445000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1116","88","","Video (Video)","QoS Data, SN=1116, FN=0, Flags=.p.....TC"
"160157","31.050883","0.031579000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1117","88","","Video (Video)","QoS Data, SN=1117, FN=0, Flags=.p.....TC"
"189604","35.983887","4.933004000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","243","1118","157","","Video (Video)","QoS Data, SN=1118, FN=0, Flags=.p.....TC"
"189606","35.984041","0.000154000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","1119","88","","Video (Video)","QoS Data, SN=1119, FN=0, Flags=.p.....TC"
"189607","35.984096","0.000055000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","162","1120","76","","Video (Video)","QoS Data, SN=1120, FN=0, Flags=.p.....TC"
"206783","38.871687","2.887591000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","178","1121","92","","Video (Video)","QoS Data, SN=1121, FN=0, Flags=.p.....TC"
"210106","39.415607","0.543920000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","186","762","100","","Best Effort (Best Effort)","QoS Data, SN=762, FN=0, Flags=.p.....TC"
"210273","39.441946","0.026339000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","763","88","","Best Effort (Best Effort)","QoS Data, SN=763, FN=0, Flags=.p.....TC"
"210414","39.459151","0.017205000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1122","88","","Video (Video)","QoS Data, SN=1122, FN=0, Flags=.p.....TC"
"210632","39.479131","0.019980000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","260","1123","178","","Video (Video)","QoS Data, SN=1123, FN=0, Flags=.p.....TC"
"210633","39.479187","0.000056000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","1598","1124","1516","","Video (Video)","QoS Data, SN=1124, FN=0, Flags=.p.....TC"
"210634","39.479242","0.000055000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","184","1125","98","","Video (Video)","QoS Data, SN=1125, FN=0, Flags=.p.....TC"
"211488","39.607180","0.127938000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","303","1126","217","","Video (Video)","QoS Data, SN=1126, FN=0, Flags=.p.....TC"
"211869","39.665875","0.058695000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1127","88","","Video (Video)","QoS Data, SN=1127, FN=0, Flags=.p.....TC"
"212037","39.693254","0.027379000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1128","88","","Video (Video)","QoS Data, SN=1128, FN=0, Flags=.p.....TC"
"212270","39.727444","0.034190000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","180","1129","94","","Video (Video)","QoS Data, SN=1129, FN=0, Flags=.p.....TC"
"212870","39.814829","0.087385000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","1130","173","","Video (Video)","QoS Data, SN=1130, FN=0, Flags=.p.....TC"
"213480","39.915580","0.100751000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1131","88","","Video (Video)","QoS Data, SN=1131, FN=0, Flags=.p.....TC"
"213500","39.925422","0.009842000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","243","1132","157","","Video (Video)","QoS Data, SN=1132, FN=0, Flags=.p.....TC"
"214300","40.052595","0.127173000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1133","88","","Video (Video)","QoS Data, SN=1133, FN=0, Flags=.p.....TC"
"214302","40.052710","0.000115000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","275","1134","189","","Video (Video)","QoS Data, SN=1134, FN=0, Flags=.p.....TC"
"214629","40.104690","0.051980000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","1135","88","","Video (Video)","QoS Data, SN=1135, FN=0, Flags=.p.....TC"
"214630","40.104748","0.000058000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","339","1136","253","","Video (Video)","QoS Data, SN=1136, FN=0, Flags=.p.....TC"
"215552","40.241471","0.136723000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1137","88","","Video (Video)","QoS Data, SN=1137, FN=0, Flags=.p.....TC"
"215602","40.248423","0.006952000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","1138","173","","Video (Video)","QoS Data, SN=1138, FN=0, Flags=.p.....TC"
"216673","40.430006","0.181583000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1139","88","","Video (Video)","QoS Data, SN=1139, FN=0, Flags=.p.....TC"
"216806","40.444248","0.014242000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","275","1140","189","","Video (Video)","QoS Data, SN=1140, FN=0, Flags=.p.....TC"
"217672","40.570029","0.125781000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1141","88","","Video (Video)","QoS Data, SN=1141, FN=0, Flags=.p.....TC"
"217679","40.573963","0.003934000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","1142","173","","Video (Video)","QoS Data, SN=1142, FN=0, Flags=.p.....TC"
"217856","40.602114","0.028151000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1143","88","","Video (Video)","QoS Data, SN=1143, FN=0, Flags=.p.....TC"
"217963","40.625221","0.023107000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","579","1144","493","","Video (Video)","QoS Data, SN=1144, FN=0, Flags=.p.....TC"
"218776","40.771815","0.146594000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1145","88","","Video (Video)","QoS Data, SN=1145, FN=0, Flags=.p.....TC"
"218870","40.783692","0.011877000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","1146","173","","Video (Video)","QoS Data, SN=1146, FN=0, Flags=.p.....TC"
"219011","40.804657","0.020965000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1147","88","","Video (Video)","QoS Data, SN=1147, FN=0, Flags=.p.....TC"
"219025","40.812341","0.007684000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","1148","205","","Video (Video)","QoS Data, SN=1148, FN=0, Flags=.p.....TC"
"232176","42.981147","2.168806000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1149","88","","Video (Video)","QoS Data, SN=1149, FN=0, Flags=.p.....TC"
"233247","43.137970","0.156823000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","1150","205","","Video (Video)","QoS Data, SN=1150, FN=0, Flags=.p.....TC"
"233657","43.209214","0.071244000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","504","88","","Voice (Voice)","QoS Data, SN=504, FN=0, Flags=.p.....TC"
"233751","43.222477","0.013263000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","186","1151","100","","Video (Video)","QoS Data, SN=1151, FN=0, Flags=.p.....TC"
"246807","45.338290","2.115813000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1152","88","","Video (Video)","QoS Data, SN=1152, FN=0, Flags=.p.....TC"
"246816","45.349902","0.011612000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","1153","205","","Video (Video)","QoS Data, SN=1153, FN=0, Flags=.p.....TC"
"257835","47.502483","2.152581000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1154","88","","Video (Video)","QoS Data, SN=1154, FN=0, Flags=.p.....TC"
"257943","47.521467","0.018984000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","1155","205","","Video (Video)","QoS Data, SN=1155, FN=0, Flags=.p.....TC"
"271420","49.629344","2.107877000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1156","88","","Video (Video)","QoS Data, SN=1156, FN=0, Flags=.p.....TC"
"271562","49.641603","0.012259000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","1157","205","","Video (Video)","QoS Data, SN=1157, FN=0, Flags=.p.....TC"
"285737","51.876737","2.235134000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1158","88","","Video (Video)","QoS Data, SN=1158, FN=0, Flags=.p.....TC"
"285835","51.887581","0.010844000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","1159","205","","Video (Video)","QoS Data, SN=1159, FN=0, Flags=.p.....TC"
"287035","52.064962","0.177381000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1160","88","","Video (Video)","QoS Data, SN=1160, FN=0, Flags=.p.....TC"
"287091","52.074285","0.009323000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","1161","173","","Video (Video)","QoS Data, SN=1161, FN=0, Flags=.p.....TC"
"287356","52.109685","0.035400000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","1162","88","","Video (Video)","QoS Data, SN=1162, FN=0, Flags=.p.....TC"
"287357","52.109741","0.000056000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","1163","173","","Video (Video)","QoS Data, SN=1163, FN=0, Flags=.p.....TC"
"287544","52.142985","0.033244000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","1164","88","","Video (Video)","QoS Data, SN=1164, FN=0, Flags=.p.....TC"
"287545","52.143040","0.000055000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1165","88","","Video (Video)","QoS Data, SN=1165, FN=0, Flags=.p.....TC"
"318991","57.111728","4.968688000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","243","1166","157","","Video (Video)","QoS Data, SN=1166, FN=0, Flags=.p.....TC"
"318993","57.111893","0.000165000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","1167","88","","Video (Video)","QoS Data, SN=1167, FN=0, Flags=.p.....TC"
"319046","57.120779","0.008886000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","162","1168","76","","Video (Video)","QoS Data, SN=1168, FN=0, Flags=.p.....TC"
