"No.","Time","Time Diff","Source address","Transmitter address","Receiver address","Destination address","Length","Sequence number","Data Length","Starting Sequence Number","Priority","Info"
"82528","18.328539","0.002494000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","3908","88","","Best Effort (Best Effort)","QoS Data, SN=3908, FN=0, Flags=.p..R.F.C"
"82601","18.334936","0.006397000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","3908","88","","Best Effort (Best Effort)","QoS Data, SN=3908, FN=0, Flags=.p..R.F.C"
"82671","18.344431","0.009495000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","882","88","","Controlled Load (Video)","QoS Data, SN=882, FN=0, Flags=.p.....TC"
"82690","18.350859","0.006428000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","3909","88","","Best Effort (Best Effort)","QoS Data, SN=3909, FN=0, Flags=.p....F.C"
"82809","18.373766","0.022907000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","252","883","189","","Controlled Load (Video)","QoS Data, SN=883, FN=0, Flags=.p.....TC"
"82872","18.385030","0.011264000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","275","3910","189","","Best Effort (Best Effort)","QoS Data, SN=3910, FN=0, Flags=.p....F.C"
"84091","18.644676","0.259646000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","884","88","","Controlled Load (Video)","QoS Data, SN=884, FN=0, Flags=.p.....TC"
"84093","18.645372","0.000696000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","3911","88","","Best Effort (Best Effort)","QoS Data, SN=3911, FN=0, Flags=.p....F.C"
"84227","18.667095","0.021723000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","885","173","","Controlled Load (Video)","QoS Data, SN=885, FN=0, Flags=.p.....TC"
"84273","18.677886","0.010791000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","885","173","","Controlled Load (Video)","QoS Data, SN=885, FN=0, Flags=.p..R..TC"
"84290","18.687755","0.009869000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","163","886","100","","Controlled Load (Video)","QoS Data, SN=886, FN=0, Flags=.p.....TC"
"84341","18.698635","0.010880000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","3912","173","","Best Effort (Best Effort)","QoS Data, SN=3912, FN=0, Flags=.p....F.C"
"84356","18.704336","0.005701000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","186","3913","100","","Best Effort (Best Effort)","QoS Data, SN=3913, FN=0, Flags=.p....F.C"
"84775","18.770468","0.066132000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","887","88","","Controlled Load (Video)","QoS Data, SN=887, FN=0, Flags=.p.....TC"
"84819","18.775439","0.004971000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","888","173","","Controlled Load (Video)","QoS Data, SN=888, FN=0, Flags=.p.....TC"
"84935","18.801494","0.026055000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","3914","88","","Best Effort (Best Effort)","QoS Data, SN=3914, FN=0, Flags=.p....F.C"
"84997","18.823898","0.022404000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","3915","173","","Best Effort (Best Effort)","QoS Data, SN=3915, FN=0, Flags=.p....F.C"
"85612","18.916286","0.092388000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","889","88","","Controlled Load (Video)","QoS Data, SN=889, FN=0, Flags=.p.....TC"
"85663","18.926024","0.009738000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","890","173","","Controlled Load (Video)","QoS Data, SN=890, FN=0, Flags=.p.....TC"
"85707","18.930923","0.004899000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","890","173","","Controlled Load (Video)","QoS Data, SN=890, FN=0, Flags=.p..R..TC"
"85805","18.942171","0.011248000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","3916","88","","Best Effort (Best Effort)","QoS Data, SN=3916, FN=0, Flags=.p....F.C"
"85837","18.953571","0.011400000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","3917","173","","Best Effort (Best Effort)","QoS Data, SN=3917, FN=0, Flags=.p....F.C"
"86146","18.997048","0.043477000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","891","88","","Controlled Load (Video)","QoS Data, SN=891, FN=0, Flags=.p.....TC"
"86275","19.010132","0.013084000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","3918","88","","Best Effort (Best Effort)","QoS Data, SN=3918, FN=0, Flags=.p....F.C"
"87107","19.129586","0.119454000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","1579","892","1516","","Controlled Load (Video)","QoS Data, SN=892, FN=0, Flags=.p.....TC"
"87134","19.131256","0.001670000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","248","893","185","","Controlled Load (Video)","QoS Data, SN=893, FN=0, Flags=.p.....TC"
"87142","19.137544","0.006288000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","1602","3919","1516","","Best Effort (Best Effort)","QoS Data, SN=3919, FN=0, Flags=.p....F.C"
"87144","19.137657","0.000113000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","271","3920","185","","Best Effort (Best Effort)","QoS Data, SN=3920, FN=0, Flags=.p....F.C"
"87795","19.239717","0.102060000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","894","88","","Controlled Load (Video)","QoS Data, SN=894, FN=0, Flags=.p.....TC"
"87811","19.240788","0.001071000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","3921","88","","Best Effort (Best Effort)","QoS Data, SN=3921, FN=0, Flags=.p....F.C"
"88304","19.310890","0.070102000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","524","895","461","","Controlled Load (Video)","QoS Data, SN=895, FN=0, Flags=.p.....TC"
"89027","19.418516","0.107626000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","896","88","","Controlled Load (Video)","QoS Data, SN=896, FN=0, Flags=.p.....TC"
"89181","19.432534","0.014018000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","3924","88","","Best Effort (Best Effort)","QoS Data, SN=3924, FN=0, Flags=.p....F.C"
"89185","19.434118","0.001584000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","252","897","189","","Controlled Load (Video)","QoS Data, SN=897, FN=0, Flags=.p.....TC"
"89391","19.470924","0.036806000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","275","3925","189","","Best Effort (Best Effort)","QoS Data, SN=3925, FN=0, Flags=.p..R.F.C"
"90088","19.573237","0.102313000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","898","88","","Controlled Load (Video)","QoS Data, SN=898, FN=0, Flags=.p.....TC"
"90090","19.574065","0.000828000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","899","173","","Controlled Load (Video)","QoS Data, SN=899, FN=0, Flags=.p.....TC"
"90356","19.622256","0.048191000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","170","3926","88","","Best Effort (Best Effort)","QoS Data, SN=3926, FN=0, Flags=.p....F.C"
"90357","19.622313","0.000057000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","3927","173","","Best Effort (Best Effort)","QoS Data, SN=3927, FN=0, Flags=.p....F.C"
"90613","19.674275","0.051962000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","900","88","","Controlled Load (Video)","QoS Data, SN=900, FN=0, Flags=.p.....TC"
"90632","19.678417","0.004142000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","901","173","","Controlled Load (Video)","QoS Data, SN=901, FN=0, Flags=.p.....TC"
"90676","19.683871","0.005454000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","3928","88","","Best Effort (Best Effort)","QoS Data, SN=3928, FN=0, Flags=.p....F.C"
"90680","19.686683","0.002812000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","3929","173","","Best Effort (Best Effort)","QoS Data, SN=3929, FN=0, Flags=.p....F.C"
"91104","19.772436","0.085753000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","902","88","","Controlled Load (Video)","QoS Data, SN=902, FN=0, Flags=.p.....TC"
"91147","19.776485","0.004049000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","3930","88","","Best Effort (Best Effort)","QoS Data, SN=3930, FN=0, Flags=.p....F.C"
"103278","21.739186","1.962701000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","903","173","","Controlled Load (Video)","QoS Data, SN=903, FN=0, Flags=.p.....TC"
"103552","21.790910","0.051724000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","3931","173","","Best Effort (Best Effort)","QoS Data, SN=3931, FN=0, Flags=.p....F.C"
"103710","21.816476","0.025566000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","904","88","","Controlled Load (Video)","QoS Data, SN=904, FN=0, Flags=.p.....TC"
"103982","21.858077","0.041601000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","3932","88","","Best Effort (Best Effort)","QoS Data, SN=3932, FN=0, Flags=.p....F.C"
"106675","22.278364","0.420287000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","143","551","80","","Best Effort (Best Effort)","QoS Data, SN=551, FN=0, Flags=.p..R..TC"
"107442","22.404777","0.126413000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","166","3933","80","","Best Effort (Best Effort)","QoS Data, SN=3933, FN=0, Flags=.p....F.C"
"115810","23.820652","1.415875000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","905","173","","Controlled Load (Video)","QoS Data, SN=905, FN=0, Flags=.p.....TC"
"115812","23.821414","0.000762000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","905","173","","Controlled Load (Video)","QoS Data, SN=905, FN=0, Flags=.p..R..TC"
"116463","23.930105","0.108691000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","3934","173","","Best Effort (Best Effort)","QoS Data, SN=3934, FN=0, Flags=.p....F.C"
"117383","24.068796","0.138691000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","906","88","","Controlled Load (Video)","QoS Data, SN=906, FN=0, Flags=.p.....TC"
"117392","24.074360","0.005564000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","906","88","","Controlled Load (Video)","QoS Data, SN=906, FN=0, Flags=.p..R..TC"
"117490","24.106666","0.032306000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","3935","88","","Best Effort (Best Effort)","QoS Data, SN=3935, FN=0, Flags=.p....F.C"
"129358","26.071352","1.964686000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","907","173","","Controlled Load (Video)","QoS Data, SN=907, FN=0, Flags=.p.....TC"
"130308","26.210319","0.138967000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","3936","173","","Best Effort (Best Effort)","QoS Data, SN=3936, FN=0, Flags=.p....F.C"
"130824","26.310548","0.100229000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","908","88","","Controlled Load (Video)","QoS Data, SN=908, FN=0, Flags=.p.....TC"
"130832","26.316957","0.006409000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","3937","88","","Best Effort (Best Effort)","QoS Data, SN=3937, FN=0, Flags=.p....F.C"
"142810","28.313824","1.996867000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","909","173","","Controlled Load (Video)","QoS Data, SN=909, FN=0, Flags=.p..R..TC"
"143810","28.468496","0.154672000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","3939","173","","Best Effort (Best Effort)","QoS Data, SN=3939, FN=0, Flags=.p....F.C"
"144373","28.559635","0.091139000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","910","88","","Controlled Load (Video)","QoS Data, SN=910, FN=0, Flags=.p.....TC"
"144388","28.563400","0.003765000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","3940","88","","Best Effort (Best Effort)","QoS Data, SN=3940, FN=0, Flags=.p....F.C"
"157196","30.564424","2.001024000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","911","173","","Controlled Load (Video)","QoS Data, SN=911, FN=0, Flags=.p.....TC"
"157843","30.686212","0.121788000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","3941","173","","Best Effort (Best Effort)","QoS Data, SN=3941, FN=0, Flags=.p..R.F.C"
"158880","30.855899","0.169687000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","912","88","","Controlled Load (Video)","QoS Data, SN=912, FN=0, Flags=.p.....TC"
"158882","30.856012","0.000113000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","912","88","","Controlled Load (Video)","QoS Data, SN=912, FN=0, Flags=.p..R..TC"
"158913","30.858927","0.002915000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","913","173","","Controlled Load (Video)","QoS Data, SN=913, FN=0, Flags=.p.....TC"
"159154","30.904706","0.045779000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","3942","88","","Best Effort (Best Effort)","QoS Data, SN=3942, FN=0, Flags=.p....F.C"
"159182","30.912976","0.008270000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","3943","173","","Best Effort (Best Effort)","QoS Data, SN=3943, FN=0, Flags=.p....F.C"
"159511","30.958585","0.045609000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","236","914","173","","Controlled Load (Video)","QoS Data, SN=914, FN=0, Flags=.p.....TC"
"159518","30.959107","0.000522000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","259","3944","173","","Best Effort (Best Effort)","QoS Data, SN=3944, FN=0, Flags=.p....F.C"
"159726","31.011937","0.052830000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","220","915","157","","Controlled Load (Video)","QoS Data, SN=915, FN=0, Flags=.p..R..TC"
"159728","31.012277","0.000340000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","151","916","88","","Controlled Load (Video)","QoS Data, SN=916, FN=0, Flags=.p.....TC"
"159741","31.015319","0.003042000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","243","3945","157","","Best Effort (Best Effort)","QoS Data, SN=3945, FN=0, Flags=.p....F.C"
"160125","31.047196","0.031877000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","3946","88","","Best Effort (Best Effort)","QoS Data, SN=3946, FN=0, Flags=.p....F.C"
"190148","36.134925","5.087729000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","162","3949","76","","Best Effort (Best Effort)","QoS Data, SN=3949, FN=0, Flags=.p....F.C"
"190150","36.135038","0.000113000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","162","3950","76","","Best Effort (Best Effort)","QoS Data, SN=3950, FN=0, Flags=.p....F.C"
"206736","38.866848","2.731810000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","33:33:00:00:00:01","33:33:00:00:00:01","135","3974","74","","","Data, SN=3974, FN=0, Flags=.p....F.C"
"209911","39.384242","0.517394000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","182","3953","96","","Best Effort (Best Effort)","QoS Data, SN=3953, FN=0, Flags=.p....F.C"
"210219","39.431725","0.047483000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","3954","88","","Best Effort (Best Effort)","QoS Data, SN=3954, FN=0, Flags=.p....F.C"
"210330","39.454240","0.022515000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","376","3955","290","","Best Effort (Best Effort)","QoS Data, SN=3955, FN=0, Flags=.p....F.C"
"211439","39.604297","0.150057000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","3956","88","","Best Effort (Best Effort)","QoS Data, SN=3956, FN=0, Flags=.p....F.C"
"211441","39.604406","0.000109000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","3957","88","","Best Effort (Best Effort)","QoS Data, SN=3957, FN=0, Flags=.p....F.C"
"211544","39.617648","0.013242000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","3958","88","","Best Effort (Best Effort)","QoS Data, SN=3958, FN=0, Flags=.p....F.C"
"211691","39.641668","0.024020000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","216","3959","130","","Best Effort (Best Effort)","QoS Data, SN=3959, FN=0, Flags=.p....F.C"
"212022","39.691740","0.050072000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","265","3960","179","","Best Effort (Best Effort)","QoS Data, SN=3960, FN=0, Flags=.p....F.C"
"212733","39.800615","0.108875000","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","174","3961","88","","Best Effort (Best Effort)","QoS Data, SN=3961, FN=0, Flags=.p....F.C"
