"No.","Time","Time Diff","Source address","Transmitter address","Receiver address","Destination address","Length","Sequence number","Data Length","Starting Sequence Number","Priority","Differentiated Services Codepoint","Info"
"6146","44.609157","0.004371000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","421","","","802.11 Block Ack, Flags=........C"
"6168","44.639517","0.030360000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","422","","","802.11 Block Ack, Flags=........C"
"6181","44.644030","0.004513000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","423","","","802.11 Block Ack, Flags=........C"
"6208","44.649338","0.005308000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","424","","","802.11 Block Ack, Flags=........C"
"6217","44.651471","0.002133000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","425","","","802.11 Block Ack, Flags=........C"
"6218","44.651528","0.000057000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","426","","","802.11 Block Ack, Flags=........C"
"6251","44.700736","0.049208000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","427","","","802.11 Block Ack, Flags=........C"
"6293","44.745742","0.045006000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","430","","","802.11 Block Ack, Flags=........C"
"6309","44.748425","0.002683000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","431","","","802.11 Block Ack, Flags=........C"
"6345","44.804792","0.056367000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","432","","","802.11 Block Ack, Flags=........C"
"6353","44.814892","0.010100000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","433","","","802.11 Block Ack, Flags=........C"
"6377","44.824535","0.009643000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","434","","","802.11 Block Ack, Flags=........C"
"6388","44.835018","0.010483000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","435","","","802.11 Block Ack, Flags=........C"
"6417","44.888066","0.053048000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","436","","","802.11 Block Ack, Flags=........C"
"6425","44.896871","0.008805000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","437","","","802.11 Block Ack, Flags=........C"
"6538","45.026414","0.129543000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","438","","","802.11 Block Ack, Flags=........C"
"6539","45.026508","0.000094000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","439","","","802.11 Block Ack, Flags=........C"
"6540","45.026765","0.000257000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","440","","","802.11 Block Ack, Flags=........C"
"6541","45.026868","0.000103000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","441","","","802.11 Block Ack, Flags=........C"
"6552","45.029697","0.002829000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","443","","","802.11 Block Ack, Flags=........C"
"6570","45.070975","0.041278000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","444","","","802.11 Block Ack, Flags=........C"
"6597","45.154859","0.083884000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","445","","","802.11 Block Ack, Flags=........C"
"6607","45.175301","0.020442000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","446","","","802.11 Block Ack, Flags=........C"
"6629","45.184902","0.009601000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","447","","","802.11 Block Ack, Flags=........C"
"6637","45.206561","0.021659000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","448","","","802.11 Block Ack, Flags=........C"
"6670","45.240167","0.033606000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","450","","","802.11 Block Ack, Flags=........C"
"6701","45.260915","0.020748000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","451","","","802.11 Block Ack, Flags=........C"
"6709","45.265446","0.004531000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","452","","","802.11 Block Ack, Flags=........C"
"6731","45.272544","0.007098000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","453","","","802.11 Block Ack, Flags=........C"
"6741","45.276775","0.004231000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","454","","","802.11 Block Ack, Flags=........C"
"6778","45.343919","0.067144000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","455","","","802.11 Block Ack, Flags=........C"
"6790","45.345857","0.001938000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","456","","","802.11 Block Ack, Flags=........C"
"6964","46.514660","1.168803000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","458","","","802.11 Block Ack, Flags=........C"
"7094","47.026895","0.512235000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","460","","","802.11 Block Ack, Flags=........C"
"7136","47.338064","0.311169000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","461","","","802.11 Block Ack, Flags=........C"
"7145","47.346977","0.008913000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","462","","","802.11 Block Ack, Flags=........C"
"7345","48.460476","1.113499000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","464","","","802.11 Block Ack, Flags=........C"
"7769","48.869464","0.408988000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","466","","","802.11 Block Ack, Flags=........C"
"7831","48.944730","0.075266000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","467","","","802.11 Block Ack, Flags=........C"
"7833","48.946159","0.001429000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","468","","","802.11 Block Ack, Flags=........C"
"8241","49.373143","0.426984000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","470","","","802.11 Block Ack, Flags=........C"
"8270","49.378475","0.005332000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","471","","","802.11 Block Ack, Flags=........C"
"8278","49.379091","0.000616000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","472","","","802.11 Block Ack, Flags=........C"
"8632","49.585166","0.206075000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","474","","","802.11 Block Ack, Flags=........C"
"8633","49.585263","0.000097000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","476","","","802.11 Block Ack, Flags=........C"
"8692","49.649274","0.064011000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","477","","","802.11 Block Ack, Flags=........C"
"8693","49.649497","0.000223000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","478","","","802.11 Block Ack, Flags=........C"
"8718","49.711294","0.061797000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","479","","","802.11 Block Ack, Flags=........C"
"8739","49.716695","0.005401000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","480","","","802.11 Block Ack, Flags=........C"
"8926","49.996124","0.279429000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","482","","","802.11 Block Ack, Flags=........C"
"9867","50.815131","0.819007000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","484","","","802.11 Block Ack, Flags=........C"
"10051","51.123743","0.308612000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","485","","","802.11 Block Ack, Flags=........C"
"10054","51.123949","0.000206000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","486","","","802.11 Block Ack, Flags=........C"
"10057","51.124205","0.000256000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","487","","","802.11 Block Ack, Flags=........C"
"10400","51.456049","0.331844000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","489","","","802.11 Block Ack, Flags=........C"
"10415","51.464795","0.008746000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","491","","","802.11 Block Ack, Flags=........C"
"10454","51.516985","0.052190000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","492","","","802.11 Block Ack, Flags=........C"
"11006","52.145177","0.628192000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","493","","","802.11 Block Ack, Flags=........C"
"11007","52.145278","0.000101000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","494","","","802.11 Block Ack, Flags=........C"
"11008","52.145334","0.000056000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","495","","","802.11 Block Ack, Flags=........C"
"11009","52.145434","0.000100000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","496","","","802.11 Block Ack, Flags=........C"
"11250","52.760732","0.615298000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","497","","","802.11 Block Ack, Flags=........C"
"11251","52.760827","0.000095000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","498","","","802.11 Block Ack, Flags=........C"
"11275","52.767829","0.007002000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","499","","","802.11 Block Ack, Flags=........C"
"11276","52.767923","0.000094000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","500","","","802.11 Block Ack, Flags=........C"
"11502","53.682595","0.914672000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","502","","","802.11 Block Ack, Flags=........C"
"12142","55.526057","1.843462000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","504","","","802.11 Block Ack, Flags=........C"
"12171","55.695472","0.169415000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","505","","","802.11 Block Ack, Flags=........C"
"12181","55.703811","0.008339000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","506","","","802.11 Block Ack, Flags=........C"
"12199","55.712439","0.008628000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","507","","","802.11 Block Ack, Flags=........C"
"12207","55.717386","0.004947000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","508","","","802.11 Block Ack, Flags=........C"
"12222","55.728237","0.010851000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","509","","","802.11 Block Ack, Flags=........C"
"12230","55.730462","0.002225000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","510","","","802.11 Block Ack, Flags=........C"
"12244","55.742560","0.012098000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","512","","","802.11 Block Ack, Flags=........C"
"12582","58.084209","2.341649000","","20:16:b9:9c:1d:b9","78:44:76:db:82:78","","57","","","513","","","802.11 Block Ack, Flags=........C"
