"No.","Time","Time Diff","Source address","Transmitter address","Receiver address","Destination address","Length","Sequence number","Data Length","Starting Sequence Number","Priority","Info"
"3954","25.503299","0.153022000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","243","3660","157","","Best Effort (Best Effort)","QoS Data, SN=3660, FN=0, Flags=.p.....TC"
"3957","25.503469","0.000170000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","243","3660","157","","Best Effort (Best Effort)","QoS Data, SN=3660, FN=0, Flags=.p..R..TC"
"3960","25.503811","0.000342000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","243","3660","157","","Best Effort (Best Effort)","QoS Data, SN=3660, FN=0, Flags=.p..R..TC"
"3986","25.591860","0.088049000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3661","88","","Best Effort (Best Effort)","QoS Data, SN=3661, FN=0, Flags=.p.....TC"
"3989","25.592084","0.000224000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3661","88","","Best Effort (Best Effort)","QoS Data, SN=3661, FN=0, Flags=.p..R..TC"
"3992","25.592336","0.000252000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3661","88","","Best Effort (Best Effort)","QoS Data, SN=3661, FN=0, Flags=.p..R..TC"
"4001","25.605650","0.013314000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","275","3662","189","","Best Effort (Best Effort)","QoS Data, SN=3662, FN=0, Flags=.p.....TC"
"4004","25.605860","0.000210000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","275","3662","189","","Best Effort (Best Effort)","QoS Data, SN=3662, FN=0, Flags=.p..R..TC"
"4007","25.606105","0.000245000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","275","3662","189","","Best Effort (Best Effort)","QoS Data, SN=3662, FN=0, Flags=.p..R..TC"
"4025","25.616402","0.010297000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3663","88","","Best Effort (Best Effort)","QoS Data, SN=3663, FN=0, Flags=.p.....TC"
"4028","25.616631","0.000229000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3663","88","","Best Effort (Best Effort)","QoS Data, SN=3663, FN=0, Flags=.p..R..TC"
"4031","25.616850","0.000219000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3663","88","","Best Effort (Best Effort)","QoS Data, SN=3663, FN=0, Flags=.p..R..TC"
"4040","25.638508","0.021658000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","339","3664","253","","Best Effort (Best Effort)","QoS Data, SN=3664, FN=0, Flags=.p.....TC"
"4063","25.704517","0.066009000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3665","88","","Best Effort (Best Effort)","QoS Data, SN=3665, FN=0, Flags=.p.....TC"
"4073","25.717797","0.013280000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","3666","173","","Best Effort (Best Effort)","QoS Data, SN=3666, FN=0, Flags=.p.....TC"
"4076","25.718024","0.000227000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","3666","173","","Best Effort (Best Effort)","QoS Data, SN=3666, FN=0, Flags=.p..R..TC"
"4106","25.850987","0.132963000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3667","88","","Best Effort (Best Effort)","QoS Data, SN=3667, FN=0, Flags=.p.....TC"
"4116","25.914922","0.063935000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","275","3668","189","","Best Effort (Best Effort)","QoS Data, SN=3668, FN=0, Flags=.p.....TC"
"4139","25.986221","0.071299000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3669","88","","Best Effort (Best Effort)","QoS Data, SN=3669, FN=0, Flags=.p.....TC"
"4142","25.986444","0.000223000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3669","88","","Best Effort (Best Effort)","QoS Data, SN=3669, FN=0, Flags=.p..R..TC"
"4145","25.986614","0.000170000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3669","88","","Best Effort (Best Effort)","QoS Data, SN=3669, FN=0, Flags=.p..R..TC"
"4155","26.013819","0.027205000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","3670","173","","Best Effort (Best Effort)","QoS Data, SN=3670, FN=0, Flags=.p.....TC"
"4158","26.014038","0.000219000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","3670","173","","Best Effort (Best Effort)","QoS Data, SN=3670, FN=0, Flags=.p..R..TC"
"4161","26.014315","0.000277000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","3670","173","","Best Effort (Best Effort)","QoS Data, SN=3670, FN=0, Flags=.p..R..TC"
"4182","26.025710","0.011395000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3671","88","","Best Effort (Best Effort)","QoS Data, SN=3671, FN=0, Flags=.p.....TC"
"4192","26.047513","0.021803000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","579","3672","493","","Best Effort (Best Effort)","QoS Data, SN=3672, FN=0, Flags=.p.....TC"
"4195","26.047774","0.000261000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","579","3672","493","","Best Effort (Best Effort)","QoS Data, SN=3672, FN=0, Flags=.p..R..TC"
"4198","26.048023","0.000249000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","579","3672","493","","Best Effort (Best Effort)","QoS Data, SN=3672, FN=0, Flags=.p..R..TC"
"4217","26.106480","0.058457000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3673","88","","Best Effort (Best Effort)","QoS Data, SN=3673, FN=0, Flags=.p.....TC"
"4228","26.118678","0.012198000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","3674","173","","Best Effort (Best Effort)","QoS Data, SN=3674, FN=0, Flags=.p.....TC"
"4231","26.118894","0.000216000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","3674","173","","Best Effort (Best Effort)","QoS Data, SN=3674, FN=0, Flags=.p..R..TC"
"4234","26.119202","0.000308000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","3674","173","","Best Effort (Best Effort)","QoS Data, SN=3674, FN=0, Flags=.p..R..TC"
"4255","26.127482","0.008280000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3675","88","","Best Effort (Best Effort)","QoS Data, SN=3675, FN=0, Flags=.p.....TC"
"4264","26.135714","0.008232000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","3676","205","","Best Effort (Best Effort)","QoS Data, SN=3676, FN=0, Flags=.p.....TC"
"4267","26.136006","0.000292000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","3676","205","","Best Effort (Best Effort)","QoS Data, SN=3676, FN=0, Flags=.p..R..TC"
"4270","26.136284","0.000278000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","3676","205","","Best Effort (Best Effort)","QoS Data, SN=3676, FN=0, Flags=.p..R..TC"
"4419","28.187366","2.051082000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3677","88","","Best Effort (Best Effort)","QoS Data, SN=3677, FN=0, Flags=.p.....TC"
"4427","28.197547","0.010181000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","3678","205","","Best Effort (Best Effort)","QoS Data, SN=3678, FN=0, Flags=.p.....TC"
"4572","29.748781","1.551234000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","606","88","","Voice (Voice)","QoS Data, SN=606, FN=0, Flags=.p.....TC"
"4575","29.749007","0.000226000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","606","88","","Voice (Voice)","QoS Data, SN=606, FN=0, Flags=.p..R..TC"
"4578","29.749229","0.000222000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","606","88","","Voice (Voice)","QoS Data, SN=606, FN=0, Flags=.p..R..TC"
"4680","30.216522","0.467293000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3679","88","","Best Effort (Best Effort)","QoS Data, SN=3679, FN=0, Flags=.p.....TC"
"4683","30.216731","0.000209000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3679","88","","Best Effort (Best Effort)","QoS Data, SN=3679, FN=0, Flags=.p..R..TC"
"4691","30.224749","0.008018000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","3680","205","","Best Effort (Best Effort)","QoS Data, SN=3680, FN=0, Flags=.p.....TC"
"4694","30.224995","0.000246000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","3680","205","","Best Effort (Best Effort)","QoS Data, SN=3680, FN=0, Flags=.p..R..TC"
"4697","30.225305","0.000310000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","3680","205","","Best Effort (Best Effort)","QoS Data, SN=3680, FN=0, Flags=.p..R..TC"
"4899","32.298882","2.073577000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3682","88","","Best Effort (Best Effort)","QoS Data, SN=3682, FN=0, Flags=.p.....TC"
"4901","32.298997","0.000115000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","3683","205","","Best Effort (Best Effort)","QoS Data, SN=3683, FN=0, Flags=.p.....TC"
"5054","34.329806","2.030809000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3684","88","","Best Effort (Best Effort)","QoS Data, SN=3684, FN=0, Flags=.p.....TC"
"5062","34.336482","0.006676000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","3685","205","","Best Effort (Best Effort)","QoS Data, SN=3685, FN=0, Flags=.p.....TC"
"5216","36.378993","2.042511000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3686","88","","Best Effort (Best Effort)","QoS Data, SN=3686, FN=0, Flags=.p.....TC"
"5224","36.388675","0.009682000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","3687","205","","Best Effort (Best Effort)","QoS Data, SN=3687, FN=0, Flags=.p.....TC"
"5242","36.395569","0.006894000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3688","88","","Best Effort (Best Effort)","QoS Data, SN=3688, FN=0, Flags=.p.....TC"
"5251","36.403652","0.008083000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","3689","173","","Best Effort (Best Effort)","QoS Data, SN=3689, FN=0, Flags=.p.....TC"
"5267","36.413139","0.009487000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3690","88","","Best Effort (Best Effort)","QoS Data, SN=3690, FN=0, Flags=.p.....TC"
"5275","36.419259","0.006120000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","3691","173","","Best Effort (Best Effort)","QoS Data, SN=3691, FN=0, Flags=.p.....TC"
"5294","36.431008","0.011749000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","3692","88","","Best Effort (Best Effort)","QoS Data, SN=3692, FN=0, Flags=.p.....TC"
"5295","36.431065","0.000057000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3693","88","","Best Effort (Best Effort)","QoS Data, SN=3693, FN=0, Flags=.p.....TC"
"5646","41.433953","5.002888000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","243","3700","157","","Best Effort (Best Effort)","QoS Data, SN=3700, FN=0, Flags=.p.....TC"
"5648","41.434111","0.000158000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","3701","88","","Best Effort (Best Effort)","QoS Data, SN=3701, FN=0, Flags=.p.....TC"
"5649","41.434169","0.000058000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","162","3702","76","","Best Effort (Best Effort)","QoS Data, SN=3702, FN=0, Flags=.p.....TC"
"5972","44.249064","2.814895000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","178","3703","92","","Best Effort (Best Effort)","QoS Data, SN=3703, FN=0, Flags=.p.....TC"
"6074","44.566374","0.317310000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","186","3704","100","","Best Effort (Best Effort)","QoS Data, SN=3704, FN=0, Flags=.p.....TC"
"6087","44.570664","0.004290000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3705","88","","Best Effort (Best Effort)","QoS Data, SN=3705, FN=0, Flags=.p.....TC"
"6104","44.588670","0.018006000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3706","88","","Best Effort (Best Effort)","QoS Data, SN=3706, FN=0, Flags=.p.....TC"
"6113","44.598425","0.009755000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","260","3707","178","","Best Effort (Best Effort)","QoS Data, SN=3707, FN=0, Flags=.p.....TC"
"6114","44.598483","0.000058000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","1598","3708","1516","","Best Effort (Best Effort)","QoS Data, SN=3708, FN=0, Flags=.p.....TC"
"6115","44.598540","0.000057000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","184","3709","98","","Best Effort (Best Effort)","QoS Data, SN=3709, FN=0, Flags=.p.....TC"
"6137","44.607818","0.009278000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","302","3710","216","","Best Effort (Best Effort)","QoS Data, SN=3710, FN=0, Flags=.p.....TC"
"6160","44.637746","0.029928000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3711","88","","Best Effort (Best Effort)","QoS Data, SN=3711, FN=0, Flags=.p.....TC"
"6177","44.642350","0.004604000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3712","88","","Best Effort (Best Effort)","QoS Data, SN=3712, FN=0, Flags=.p.....TC"
"6212","44.649654","0.007304000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","3713","88","","Best Effort (Best Effort)","QoS Data, SN=3713, FN=0, Flags=.p.....TC"
"6213","44.649712","0.000058000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","180","3714","94","","Best Effort (Best Effort)","QoS Data, SN=3714, FN=0, Flags=.p.....TC"
"6247","44.698957","0.049245000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","3715","173","","Best Effort (Best Effort)","QoS Data, SN=3715, FN=0, Flags=.p.....TC"
"6275","44.743463","0.044506000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","243","3717","157","","Best Effort (Best Effort)","QoS Data, SN=3717, FN=0, Flags=.p.....TC"
"6341","44.802939","0.059476000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3718","88","","Best Effort (Best Effort)","QoS Data, SN=3718, FN=0, Flags=.p.....TC"
"6349","44.813161","0.010222000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","275","3719","189","","Best Effort (Best Effort)","QoS Data, SN=3719, FN=0, Flags=.p.....TC"
"6371","44.822756","0.009595000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","3720","88","","Best Effort (Best Effort)","QoS Data, SN=3720, FN=0, Flags=.p.....TC"
"6384","44.833265","0.010509000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","339","3722","253","","Best Effort (Best Effort)","QoS Data, SN=3722, FN=0, Flags=.p.....TC"
"6413","44.886269","0.053004000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3723","88","","Best Effort (Best Effort)","QoS Data, SN=3723, FN=0, Flags=.p.....TC"
"6421","44.895208","0.008939000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","3724","173","","Best Effort (Best Effort)","QoS Data, SN=3724, FN=0, Flags=.p.....TC"
"6534","45.026110","0.130902000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3725","88","","Best Effort (Best Effort)","QoS Data, SN=3725, FN=0, Flags=.p.....TC"
"6545","45.027871","0.001761000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3726","88","","Best Effort (Best Effort)","QoS Data, SN=3726, FN=0, Flags=.p.....TC"
"6566","45.067180","0.039309000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","275","3727","189","","Best Effort (Best Effort)","QoS Data, SN=3727, FN=0, Flags=.p.....TC"
"6593","45.153087","0.085907000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3728","88","","Best Effort (Best Effort)","QoS Data, SN=3728, FN=0, Flags=.p.....TC"
