"No.","Time","Time Diff","Source","Destination","Protocol","Length","Sequence Number","Acknowledgment Number","TCP Segment Len","Traffic Class","Info"
"24","11.664880048","0.024757142","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","128","203","1658","42","0x80","Client Key Exchange"
"25","11.685962494","0.021082446","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","245","0","0x80","49587  >  37232 [ACK] Seq=1658 Ack=245 Win=131072 Len=0 TSval=13635840 TSecr=914077760"
"26","11.685990345","0.000027851","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","177","245","1658","91","0x80","Change Cipher Spec, Encrypted Handshake Message"
"27","11.718289762","0.032299417","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","336","0","0x80","49587  >  37232 [ACK] Seq=1658 Ack=336 Win=131008 Len=0 TSval=13635887 TSecr=914077781"
"28","11.755945733","0.037655971","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","92","1658","336","6","0x80","Change Cipher Spec"
"29","11.800484531","0.044538798","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1664","0","0x80","37232  >  49587 [ACK] Seq=336 Ack=1664 Win=64128 Len=0 TSval=914077896 TSecr=13635891"
"30","11.832702180","0.032217649","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","1664","336","85","0x80","Encrypted Handshake Message"
"31","11.832723072","0.000020892","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1749","0","0x80","37232  >  49587 [ACK] Seq=336 Ack=1749 Win=64128 Len=0 TSval=914077928 TSecr=13635997"
"32","11.859014621","0.026291549","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","336","1749","101","0x80","Application Data"
"33","11.902558936","0.043544315","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1749","437","0","0x80","49587  >  37232 [ACK] Seq=1749 Ack=437 Win=130944 Len=0 TSval=13636049 TSecr=914077954"
"34","12.092863824","0.190304888","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","1749","437","69","0x80","Application Data"
"35","12.135787312","0.042923488","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","437","1818","0","0x80","37232  >  49587 [ACK] Seq=437 Ack=1818 Win=64128 Len=0 TSval=914078231 TSecr=13636156"
"36","12.152571170","0.016783858","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","437","1818","85","0x80","Application Data"
"37","12.175098760","0.022527590","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","155","1749","437","69","0x80","[TCP Spurious Retransmission] 49587  >  37232 [PSH, ACK] Seq=1749 Ack=437 Win=131072 Len=69 TSval=13636309 TSecr=914077954"
"38","12.175121500","0.000022740","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","98","522","1818","0","0x80","[TCP Dup ACK 35#1] 37232  >  49587 [ACK] Seq=522 Ack=1818 Win=64128 Len=0 TSval=914078270 TSecr=13636309 SLE=1749 SRE=1818"
"39","12.204367959","0.029246459","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1818","522","0","0x80","49587  >  37232 [ACK] Seq=1818 Ack=522 Win=130944 Len=0 TSval=13636363 TSecr=914078248"
"40","12.258614649","0.054246690","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1818","522","101","0x80","Application Data"
"41","12.258635568","0.000020919","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1919","0","0x80","37232  >  49587 [ACK] Seq=522 Ack=1919 Win=64128 Len=0 TSval=914078354 TSecr=13636377"
"42","12.264686699","0.006051131","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1919","85","0x80","Application Data"
"43","12.325042405","0.060355706","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1919","607","0","0x80","49587  >  37232 [ACK] Seq=1919 Ack=607 Win=130944 Len=0 TSval=13636488 TSecr=914078360"
"44","12.361595341","0.036552936","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1919","607","165","0x80","Application Data"
"45","12.403793813","0.042198472","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","607","2084","0","0x80","37232  >  49587 [ACK] Seq=607 Ack=2084 Win=64128 Len=0 TSval=914078499 TSecr=13636505"
"46","12.416085534","0.012291721","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2084","85","0x80","Application Data"
"47","12.484744502","0.068658968","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2084","692","0","0x80","49587  >  37232 [ACK] Seq=2084 Ack=692 Win=130944 Len=0 TSval=13636617 TSecr=914078511"
"48","12.484759896","0.000015394","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2084","692","85","0x80","Application Data"
"49","12.484771226","0.000011330","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","692","2169","0","0x80","37232  >  49587 [ACK] Seq=692 Ack=2169 Win=64128 Len=0 TSval=914078580 TSecr=13636629"
"50","12.608621767","0.123850541","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","1514","692","2169","1428","0x80","37232  >  49587 [ACK] Seq=692 Ack=2169 Win=64128 Len=1428 TSval=914078704 TSecr=13636629 [TCP segment of a reassembled PDU]"
"51","12.608635048","0.000013281","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","183","2120","2169","97","0x80","Application Data"
"52","12.668128666","0.059493618","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2169","2217","0","0x80","49587  >  37232 [ACK] Seq=2169 Ack=2217 Win=129536 Len=0 TSval=13636802 TSecr=914078704"
"53","12.730662199","0.062533533","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","2169","2217","101","0x80","Application Data"
"54","12.730683137","0.000020938","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2217","2270","0","0x80","37232  >  49587 [ACK] Seq=2217 Ack=2270 Win=64128 Len=0 TSval=914078826 TSecr=13636866"
"55","12.800807896","0.070124759","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","459","2217","2270","373","0x80","Application Data"
"56","12.874211556","0.073403660","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2270","2590","0","0x80","49587  >  37232 [ACK] Seq=2270 Ack=2590 Win=130688 Len=0 TSval=13637002 TSecr=914078896"
"57","12.905818407","0.031606851","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2270","2590","85","0x80","Application Data"
"58","12.905839988","0.000021581","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2590","2355","0","0x80","37232  >  49587 [ACK] Seq=2590 Ack=2355 Win=64128 Len=0 TSval=914079001 TSecr=13637032"
"59","12.912299654","0.006459666","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","2590","2355","101","0x80","Application Data"
"60","12.981265668","0.068966014","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2355","2691","0","0x80","49587  >  37232 [ACK] Seq=2355 Ack=2691 Win=130944 Len=0 TSval=13637134 TSecr=914079008"
"61","13.014133674","0.032868006","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","491","2355","2691","405","0x80","Application Data"
"62","13.055817723","0.041684049","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2691","2760","0","0x80","37232  >  49587 [ACK] Seq=2691 Ack=2760 Win=64128 Len=0 TSval=914079151 TSecr=13637164"
"63","13.064810984","0.008993261","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2691","2760","85","0x80","Application Data"
"64","13.163707590","0.098896606","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2760","2776","0","0x80","49587  >  37232 [ACK] Seq=2760 Ack=2776 Win=130944 Len=0 TSval=13637286 TSecr=914079160"
"65","13.163795299","0.000087709","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2760","2776","85","0x80","Application Data"
"66","13.163843637","0.000048338","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2776","2845","0","0x80","37232  >  49587 [ACK] Seq=2776 Ack=2845 Win=64128 Len=0 TSval=914079259 TSecr=13637300"
"67","13.167293609","0.003449972","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2776","2845","85","0x80","Application Data"
"68","13.209282359","0.041988750","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2845","2861","0","0x80","49587  >  37232 [ACK] Seq=2845 Ack=2861 Win=130944 Len=0 TSval=13637350 TSecr=914079263"
"69","13.217233932","0.007951573","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2845","2861","117","0x80","Application Data"
"70","13.260248878","0.043014946","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2861","2962","0","0x80","37232  >  49587 [ACK] Seq=2861 Ack=2962 Win=64128 Len=0 TSval=914079356 TSecr=13637362"
"71","15.223653761","1.963404883","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2861","2962","85","0x80","Application Data"
"72","15.305784656","0.082130895","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2962","2946","0","0x80","49587  >  37232 [ACK] Seq=2962 Ack=2946 Win=130944 Len=0 TSval=13639455 TSecr=914081319"
"73","15.305799843","0.000015187","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2962","2946","117","0x80","Application Data"
"74","15.305811313","0.000011470","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2946","3079","0","0x80","37232  >  49587 [ACK] Seq=2946 Ack=3079 Win=64128 Len=0 TSval=914081401 TSecr=13639466"
"101","17.311060718","2.005249405","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2946","3079","85","0x80","Application Data"
"102","17.556839293","0.245778575","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3079","3031","0","0x80","49587  >  37232 [ACK] Seq=3079 Ack=3031 Win=130944 Len=0 TSval=13641594 TSecr=914083406"
"103","17.556855323","0.000016030","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3079","3031","117","0x80","Application Data"
"104","17.556868174","0.000012851","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3031","3196","0","0x80","37232  >  49587 [ACK] Seq=3031 Ack=3196 Win=64128 Len=0 TSval=914083652 TSecr=13641605"
"105","19.561986109","2.005117935","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3031","3196","85","0x80","Application Data"
"106","19.799139895","0.237153786","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3196","3116","0","0x80","49587  >  37232 [ACK] Seq=3196 Ack=3116 Win=130944 Len=0 TSval=13643874 TSecr=914085657"
"107","19.799155303","0.000015408","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3196","3116","117","0x80","Application Data"
"108","19.799167462","0.000012159","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3116","3313","0","0x80","37232  >  49587 [ACK] Seq=3116 Ack=3313 Win=64128 Len=0 TSval=914085894 TSecr=13643886"
"166","21.804339229","2.005171767","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3116","3313","85","0x80","Application Data"
"167","22.048701097","0.244361868","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3313","3201","0","0x80","49587  >  37232 [ACK] Seq=3313 Ack=3201 Win=130944 Len=0 TSval=13646133 TSecr=914087900"
"168","22.048716918","0.000015821","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3313","3201","117","0x80","Application Data"
"169","22.048730099","0.000013181","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3201","3430","0","0x80","37232  >  49587 [ACK] Seq=3201 Ack=3430 Win=64128 Len=0 TSval=914088144 TSecr=13646144"
"172","24.054154422","2.005424323","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3201","3430","85","0x80","Application Data"
"173","24.320707193","0.266552771","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3430","3286","0","0x80","49587  >  37232 [ACK] Seq=3430 Ack=3286 Win=131072 Len=0 TSval=13648351 TSecr=914090149"
"174","24.345798310","0.025091117","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3430","3286","117","0x80","Application Data"
"175","24.345820211","0.000021901","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3286","3547","0","0x80","37232  >  49587 [ACK] Seq=3286 Ack=3547 Win=64128 Len=0 TSval=914090441 TSecr=13648374"
"176","24.349529561","0.003709350","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3286","3547","85","0x80","Application Data"
"177","24.440837074","0.091307513","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3547","3371","0","0x80","49587  >  37232 [ACK] Seq=3547 Ack=3371 Win=131072 Len=0 TSval=13648577 TSecr=914090445"
"178","24.440853570","0.000016496","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3547","3371","85","0x80","Application Data"
"179","24.444205622","0.003352052","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3371","3632","85","0x80","Application Data"
"180","24.488082143","0.043876521","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3632","3456","0","0x80","49587  >  37232 [ACK] Seq=3632 Ack=3456 Win=130944 Len=0 TSval=13648624 TSecr=914090539"
"181","24.488098379","0.000016236","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3632","3456","85","0x80","Application Data"
"182","24.496278806","0.008180427","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","155","3456","3717","69","0x80","Encrypted Alert"
"183","24.496333568","0.000054762","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3525","3717","0","0x80","37232  >  49587 [FIN, ACK] Seq=3525 Ack=3717 Win=64128 Len=0 TSval=914090592 TSecr=13648631"
"184","24.579817108","0.083483540","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3525","0","0x80","49587  >  37232 [ACK] Seq=3717 Ack=3525 Win=130944 Len=0 TSval=13648679 TSecr=914090591"
"185","24.581250858","0.001433750","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3526","0","0x80","49587  >  37232 [ACK] Seq=3717 Ack=3526 Win=130944 Len=0 TSval=13648711 TSecr=914090592"
"251","29.626303088","5.045052230","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","3717","3526","69","0x80","Encrypted Alert"
"252","29.626319141","0.000016053","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","0x00","37232  >  49587 [RST] Seq=3526 Win=0 Len=0"
"253","29.626331232","0.000012091","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3786","3526","0","0x80","49587  >  37232 [FIN, ACK] Seq=3786 Ack=3526 Win=130944 Len=0 TSval=13653639 TSecr=914090592"
"254","29.626333190","0.000001958","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","0x00","37232  >  49587 [RST] Seq=3526 Win=0 Len=0"
"255","29.626334975","0.000001785","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","74","3787","3526","0","0x80","49587  >  37232 [RST, ACK] Seq=3787 Ack=3526 Win=130944 Len=0"
"256","32.257782211","2.631447236","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","","0x80","52555  >  15118 Len=10"
"257","32.475960391","0.218178180","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","UDP","90","","","","0x80","15118  >  52555 Len=28"
"258","32.818342939","0.342382548","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","94","0","0","0","0x00","37238  >  49587 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=914098913 TSecr=0 WS=128"
"259","32.910839493","0.092496554","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0","0x00","49587  >  37238 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=489674366 TSecr=914098913 SACK_PERM=1"
"260","32.910859393","0.000019900","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0","0x00","37238  >  49587 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=914099006 TSecr=489674366"
"261","32.943100795","0.032241402","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","288","1","1","202","0x80","Client Hello"
"262","32.945710686","0.002609891","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","1","0","0x00","[TCP Window Update] 49587  >  37238 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=489674413 TSecr=914099006"
"263","32.950591680","0.004880994","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","203","0","0x80","49587  >  37238 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=489674435 TSecr=914099038"
"264","33.093118923","0.142527243","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","176","1","203","90","0x80","Server Hello"
"265","33.093141458","0.000022535","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","91","0","0x80","37238  >  49587 [ACK] Seq=203 Ack=91 Win=64896 Len=0 TSval=914099188 TSecr=489674446"
"266","33.093157346","0.000015888","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","1524","91","203","1438","0x80","Certificate"
"267","33.093159781","0.000002435","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1529","0","0x80","37238  >  49587 [ACK] Seq=203 Ack=1529 Win=63488 Len=0 TSval=914099188 TSecr=489674446"
"268","33.107242505","0.014082724","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","215","1529","203","129","0x80","Server Key Exchange, Server Hello Done"
"269","33.107264754","0.000022249","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1658","0","0x80","37238  >  49587 [ACK] Seq=203 Ack=1658 Win=63360 Len=0 TSval=914099202 TSecr=489674584"
"270","33.124729060","0.017464306","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","128","203","1658","42","0x80","Client Key Exchange"
"271","33.182696691","0.057967631","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","245","0","0x80","49587  >  37238 [ACK] Seq=1658 Ack=245 Win=131072 Len=0 TSval=489674623 TSecr=914099220"
"272","33.182772124","0.000075433","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","177","245","1658","91","0x80","Change Cipher Spec, Encrypted Handshake Message"
"273","33.204413991","0.021641867","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","336","0","0x80","49587  >  37238 [ACK] Seq=1658 Ack=336 Win=131008 Len=0 TSval=489674674 TSecr=914099278"
"274","33.221972304","0.017558313","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","92","1658","336","6","0x80","Change Cipher Spec"
"275","33.264487184","0.042514880","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1664","0","0x80","37238  >  49587 [ACK] Seq=336 Ack=1664 Win=64128 Len=0 TSval=914099360 TSecr=489674676"
"276","33.354389439","0.089902255","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","1664","336","85","0x80","Encrypted Handshake Message"
"277","33.354411935","0.000022496","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1749","0","0x80","37238  >  49587 [ACK] Seq=336 Ack=1749 Win=64128 Len=0 TSval=914099449 TSecr=489674782"
"278","33.381022843","0.026610908","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","336","1749","101","0x80","Application Data"
"279","33.432323852","0.051301009","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1749","437","0","0x80","49587  >  37238 [ACK] Seq=1749 Ack=437 Win=130944 Len=0 TSval=489674892 TSecr=914099476"
"280","33.432336764","0.000012912","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","1749","437","69","0x80","Application Data"
"281","33.479783346","0.047446582","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","437","1818","0","0x80","37238  >  49587 [ACK] Seq=437 Ack=1818 Win=64128 Len=0 TSval=914099575 TSecr=489674904"
"282","33.486770236","0.006986890","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","437","1818","85","0x80","Application Data"
"283","33.578191754","0.091421518","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1818","522","0","0x80","49587  >  37238 [ACK] Seq=1818 Ack=522 Win=130944 Len=0 TSval=489675016 TSecr=914099582"
"284","33.578206362","0.000014608","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1818","522","101","0x80","Application Data"
"285","33.578216260","0.000009898","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1919","0","0x80","37238  >  49587 [ACK] Seq=522 Ack=1919 Win=64128 Len=0 TSval=914099673 TSecr=489675022"
"286","33.582657330","0.004441070","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1919","85","0x80","Application Data"
