"No.","Time","Time Diff","Source","Destination","Protocol","Length","Sequence Number","Acknowledgment Number","TCP Segment Len","Traffic Class","Info"
"23","6.501470300","0.009157898","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","92","1658","336","6","0x00","Change Cipher Spec"
"24","6.545976802","0.044506502","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1664","0","0x00","48506  >  53463 [ACK] Seq=336 Ack=1664 Win=64128 Len=0 TSval=907808096 TSecr=3524387414"
"25","6.554218951","0.008242149","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","1664","336","85","0x00","Encrypted Handshake Message"
"26","6.554241440","0.000022489","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1749","0","0x00","48506  >  53463 [ACK] Seq=336 Ack=1749 Win=64128 Len=0 TSval=907808104 TSecr=3524387466"
"27","6.581937255","0.027695815","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","336","1749","101","0x00","Application Data"
"28","6.589170427","0.007233172","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1749","437","0","0x00","53463  >  48506 [ACK] Seq=1749 Ack=437 Win=130944 Len=0 TSval=3524387499 TSecr=907808132"
"29","6.757468841","0.168298414","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","1749","437","69","0x00","Application Data"
"30","6.801416743","0.043947902","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","437","1818","0","0x00","48506  >  53463 [ACK] Seq=437 Ack=1818 Win=64128 Len=0 TSval=907808351 TSecr=3524387652"
"31","6.823956748","0.022540005","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","437","1818","85","0x00","Application Data"
"32","6.829075467","0.005118719","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1818","522","0","0x00","53463  >  48506 [ACK] Seq=1818 Ack=522 Win=130944 Len=0 TSval=3524387741 TSecr=907808374"
"33","6.842963637","0.013888170","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1818","522","101","0x00","Application Data"
"34","6.842988505","0.000024868","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1919","0","0x00","48506  >  53463 [ACK] Seq=522 Ack=1919 Win=64128 Len=0 TSval=907808393 TSecr=3524387755"
"35","6.849486384","0.006497879","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1919","85","0x00","Application Data"
"36","6.853521009","0.004034625","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1919","607","0","0x00","53463  >  48506 [ACK] Seq=1919 Ack=607 Win=130944 Len=0 TSval=3524387765 TSecr=907808399"
"37","6.875281951","0.021760942","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1919","607","165","0x00","Application Data"
"38","6.921430409","0.046148458","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","607","2084","0","0x00","48506  >  53463 [ACK] Seq=607 Ack=2084 Win=64128 Len=0 TSval=907808471 TSecr=3524387787"
"39","6.937953687","0.016523278","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2084","85","0x00","Application Data"
"40","6.941135338","0.003181651","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2084","692","0","0x00","53463  >  48506 [ACK] Seq=2084 Ack=692 Win=130944 Len=0 TSval=3524387853 TSecr=907808488"
"41","6.954685510","0.013550172","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2084","692","85","0x00","Application Data"
"42","6.954722579","0.000037069","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","692","2169","0","0x00","48506  >  53463 [ACK] Seq=692 Ack=2169 Win=64128 Len=0 TSval=907808505 TSecr=3524387866"
"43","7.080294053","0.125571474","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","1514","692","2169","1428","0x00","48506  >  53463 [ACK] Seq=692 Ack=2169 Win=64128 Len=1428 TSval=907808630 TSecr=3524387866 [TCP segment of a reassembled PDU]"
"44","7.080308704","0.000014651","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","183","2120","2169","97","0x00","Application Data"
"45","7.087910660","0.007601956","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2169","2217","0","0x00","53463  >  48506 [ACK] Seq=2169 Ack=2217 Win=129536 Len=0 TSval=3524388000 TSecr=907808630"
"46","7.152212725","0.064302065","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","2169","2217","101","0x00","Application Data"
"47","7.152324024","0.000111299","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2217","2270","0","0x00","48506  >  53463 [ACK] Seq=2217 Ack=2270 Win=64128 Len=0 TSval=907808702 TSecr=3524388064"
"48","7.219097046","0.066773022","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","459","2217","2270","373","0x00","Application Data"
"49","7.223495374","0.004398328","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2270","2590","0","0x00","53463  >  48506 [ACK] Seq=2270 Ack=2590 Win=130688 Len=0 TSval=3524388135 TSecr=907808769"
"50","7.251653677","0.028158303","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2270","2590","85","0x00","Application Data"
"51","7.251770043","0.000116366","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2590","2355","0","0x00","48506  >  53463 [ACK] Seq=2590 Ack=2355 Win=64128 Len=0 TSval=907808802 TSecr=3524388163"
"52","7.257131528","0.005361485","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","2590","2355","101","0x00","Application Data"
"53","7.262168645","0.005037117","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2355","2691","0","0x00","53463  >  48506 [ACK] Seq=2355 Ack=2691 Win=130944 Len=0 TSval=3524388172 TSecr=907808807"
"54","7.285213927","0.023045282","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","491","2355","2691","405","0x00","Application Data"
"55","7.325435961","0.040222034","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2691","2760","0","0x00","48506  >  53463 [ACK] Seq=2691 Ack=2760 Win=64128 Len=0 TSval=907808875 TSecr=3524388196"
"56","7.340088973","0.014653012","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2691","2760","85","0x00","Application Data"
"57","7.343128507","0.003039534","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2760","2776","0","0x00","53463  >  48506 [ACK] Seq=2760 Ack=2776 Win=130944 Len=0 TSval=3524388255 TSecr=907808890"
"58","7.356091101","0.012962594","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2760","2776","85","0x00","Application Data"
"59","7.356440428","0.000349327","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2776","2845","0","0x00","48506  >  53463 [ACK] Seq=2776 Ack=2845 Win=64128 Len=0 TSval=907808906 TSecr=3524388268"
"60","7.359429195","0.002988767","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2776","2845","85","0x00","Application Data"
"61","7.364128874","0.004699679","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2845","2861","0","0x00","53463  >  48506 [ACK] Seq=2845 Ack=2861 Win=130944 Len=0 TSval=3524388275 TSecr=907808909"
"62","7.373296631","0.009167757","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2845","2861","117","0x00","Application Data"
"63","7.413517779","0.040221148","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2861","2962","0","0x00","48506  >  53463 [ACK] Seq=2861 Ack=2962 Win=64128 Len=0 TSval=907808963 TSecr=3524388285"
"66","9.378993076","1.965475297","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2861","2962","85","0x00","Application Data"
"67","9.424028750","0.045035674","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2962","2946","0","0x00","53463  >  48506 [ACK] Seq=2962 Ack=2946 Win=130944 Len=0 TSval=3524390336 TSecr=907810929"
"68","9.434156819","0.010128069","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2962","2946","117","0x00","Application Data"
"69","9.434204715","0.000047896","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2946","3079","0","0x00","48506  >  53463 [ACK] Seq=2946 Ack=3079 Win=64128 Len=0 TSval=907810984 TSecr=3524390346"
"83","11.439064920","2.004860205","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2946","3079","85","0x00","Application Data"
"84","11.453476135","0.014411215","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3079","3031","0","0x00","53463  >  48506 [ACK] Seq=3079 Ack=3031 Win=130944 Len=0 TSval=3524392366 TSecr=907812989"
"85","11.465102367","0.011626232","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3079","3031","117","0x00","Application Data"
"86","11.465122795","0.000020428","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3031","3196","0","0x00","48506  >  53463 [ACK] Seq=3031 Ack=3196 Win=64128 Len=0 TSval=907813015 TSecr=3524392374"
"96","13.470622676","2.005499881","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3031","3196","85","0x00","Application Data"
"97","13.535602546","0.064979870","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3196","3116","0","0x00","53463  >  48506 [ACK] Seq=3196 Ack=3116 Win=130944 Len=0 TSval=3524394436 TSecr=907815021"
"98","13.535618834","0.000016288","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3196","3116","117","0x00","Application Data"
"99","13.535631835","0.000013001","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3116","3313","0","0x00","48506  >  53463 [ACK] Seq=3116 Ack=3313 Win=64128 Len=0 TSval=907815086 TSecr=3524394446"
"100","15.540915456","2.005283621","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3116","3313","85","0x00","Application Data"
"101","15.566547447","0.025631991","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3313","3201","0","0x00","53463  >  48506 [ACK] Seq=3313 Ack=3201 Win=130944 Len=0 TSval=3524396479 TSecr=907817091"
"102","15.573259753","0.006712306","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3313","3201","117","0x00","Application Data"
"103","15.573282674","0.000022921","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3201","3430","0","0x00","48506  >  53463 [ACK] Seq=3201 Ack=3430 Win=64128 Len=0 TSval=907817124 TSecr=3524396486"
"112","17.578367935","2.005085261","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3201","3430","85","0x00","Application Data"
"113","17.615611129","0.037243194","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3430","3286","0","0x00","53463  >  48506 [ACK] Seq=3430 Ack=3286 Win=131072 Len=0 TSval=3524398528 TSecr=907819129"
"114","17.625175276","0.009564147","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3430","3286","117","0x00","Application Data"
"115","17.625197580","0.000022304","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3286","3547","0","0x00","48506  >  53463 [ACK] Seq=3286 Ack=3547 Win=64128 Len=0 TSval=907819176 TSecr=3524398537"
"116","17.628747115","0.003549535","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3286","3547","85","0x00","Application Data"
"117","17.632026368","0.003279253","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3547","3371","0","0x00","53463  >  48506 [ACK] Seq=3547 Ack=3371 Win=131072 Len=0 TSval=3524398544 TSecr=907819179"
"118","17.640181841","0.008155473","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3547","3371","85","0x00","Application Data"
"119","17.643515308","0.003333467","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3371","3632","85","0x00","Application Data"
"120","17.649588926","0.006073618","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3632","3456","0","0x00","53463  >  48506 [ACK] Seq=3632 Ack=3456 Win=130944 Len=0 TSval=3524398559 TSecr=907819194"
"121","17.655886759","0.006297833","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3632","3456","85","0x00","Application Data"
"122","17.664301107","0.008414348","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","155","3456","3717","69","0x00","Encrypted Alert"
"123","17.664346018","0.000044911","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3525","3717","0","0x00","48506  >  53463 [FIN, ACK] Seq=3525 Ack=3717 Win=64128 Len=0 TSval=907819215 TSecr=3524398568"
"124","17.666928845","0.002582827","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3525","0","0x00","53463  >  48506 [ACK] Seq=3717 Ack=3525 Win=130944 Len=0 TSval=3524398580 TSecr=907819215"
"125","17.666939160","0.000010315","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3526","0","0x00","53463  >  48506 [ACK] Seq=3717 Ack=3526 Win=130944 Len=0 TSval=3524398580 TSecr=907819215"
"126","22.731396472","5.064457312","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","3717","3526","69","0x00","Encrypted Alert"
"127","22.731418935","0.000022463","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","0x00","48506  >  53463 [RST] Seq=3526 Win=0 Len=0"
"128","22.731434369","0.000015434","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3786","3526","0","0x00","53463  >  48506 [FIN, ACK] Seq=3786 Ack=3526 Win=130944 Len=0 TSval=3524403577 TSecr=907819215"
"129","22.731436985","0.000002616","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","0x00","48506  >  53463 [RST] Seq=3526 Win=0 Len=0"
"130","22.731440928","0.000003943","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","74","3787","3526","0","0x00","53463  >  48506 [RST, ACK] Seq=3787 Ack=3526 Win=130944 Len=0"
"135","25.395220570","2.663779642","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","","0x00","54098  >  15118 Len=10"
"138","25.487725715","0.092505145","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","UDP","90","","","","0x00","15118  >  54098 Len=28"
"139","25.793923997","0.306198282","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","94","0","0","0","0x00","48508  >  53463 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=907827345 TSecr=0 WS=128"
"142","25.802287287","0.008363290","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0","0x00","53463  >  48508 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=1071598854 TSecr=907827345 SACK_PERM=1"
"143","25.802301874","0.000014587","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0","0x00","48508  >  53463 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=907827353 TSecr=1071598854"
"144","25.806281820","0.003979946","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","1","0","0x00","[TCP Window Update] 53463  >  48508 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=1071598858 TSecr=907827353"
"145","25.819326667","0.013044847","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","288","1","1","202","0x00","Client Hello"
"146","25.824232825","0.004906158","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","203","0","0x00","53463  >  48508 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=1071598876 TSecr=907827370"
"147","25.834227873","0.009995048","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","176","1","203","90","0x00","Server Hello"
"148","25.834248606","0.000020733","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","91","0","0x00","48508  >  53463 [ACK] Seq=203 Ack=91 Win=64896 Len=0 TSval=907827385 TSecr=1071598886"
"149","25.840031569","0.005782963","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","1524","91","203","1438","0x00","Certificate"
"150","25.840066964","0.000035395","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1529","0","0x00","48508  >  53463 [ACK] Seq=203 Ack=1529 Win=63488 Len=0 TSval=907827391 TSecr=1071598886"
"151","25.844374716","0.004307752","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","214","1529","203","128","0x00","Server Key Exchange, Server Hello Done"
"152","25.844389343","0.000014627","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1657","0","0x00","48508  >  53463 [ACK] Seq=203 Ack=1657 Win=63360 Len=0 TSval=907827395 TSecr=1071598895"
"153","25.869593745","0.025204402","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","128","203","1657","42","0x00","Client Key Exchange"
"154","25.874603861","0.005010116","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1657","245","0","0x00","53463  >  48508 [ACK] Seq=1657 Ack=245 Win=131072 Len=0 TSval=1071598925 TSecr=907827420"
"155","25.875269307","0.000665446","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","92","245","1657","6","0x00","Change Cipher Spec"
"156","25.879076645","0.003807338","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1657","251","0","0x00","53463  >  48508 [ACK] Seq=1657 Ack=251 Win=131072 Len=0 TSval=1071598930 TSecr=907827426"
"157","25.879088594","0.000011949","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","251","1657","85","0x00","Encrypted Handshake Message"
"159","25.886557913","0.007469319","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1657","336","0","0x00","53463  >  48508 [ACK] Seq=1657 Ack=336 Win=131008 Len=0 TSval=1071598935 TSecr=907827430"
"160","25.886702711","0.000144798","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","92","1657","336","6","0x00","Change Cipher Spec"
"161","25.930122856","0.043420145","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1663","0","0x00","48508  >  53463 [ACK] Seq=336 Ack=1663 Win=64128 Len=0 TSval=907827481 TSecr=1071598935"
"162","25.936672539","0.006549683","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","1663","336","85","0x00","Encrypted Handshake Message"
"163","25.936693965","0.000021426","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1748","0","0x00","48508  >  53463 [ACK] Seq=336 Ack=1748 Win=64128 Len=0 TSval=907827487 TSecr=1071598985"
"164","25.963323188","0.026629223","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","336","1748","101","0x00","Application Data"
"165","25.969477256","0.006154068","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1748","437","0","0x00","53463  >  48508 [ACK] Seq=1748 Ack=437 Win=130944 Len=0 TSval=1071599019 TSecr=907827514"
"166","25.981717758","0.012240502","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","1748","437","69","0x00","Application Data"
"169","26.025424004","0.043706246","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","437","1817","0","0x00","48508  >  53463 [ACK] Seq=437 Ack=1817 Win=64128 Len=0 TSval=907827576 TSecr=1071599031"
"170","26.034871384","0.009447380","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","437","1817","85","0x00","Application Data"
"171","26.039839957","0.004968573","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1817","522","0","0x00","53463  >  48508 [ACK] Seq=1817 Ack=522 Win=130944 Len=0 TSval=1071599090 TSecr=907827586"
"172","26.050084696","0.010244739","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1817","522","101","0x00","Application Data"
"173","26.050108854","0.000024158","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1918","0","0x00","48508  >  53463 [ACK] Seq=522 Ack=1918 Win=64128 Len=0 TSval=907827601 TSecr=1071599100"
"174","26.055108630","0.004999776","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1918","85","0x00","Application Data"
